Protein.ID	protein.length	aa.synthesis.average.cost
AT2G07750.1	845	19.82
AT3G14940.1	968	20.12
AT3G14940.2	968	20.12
AT2G16650.1	528	20.09
AT2G16650.2	429	20.32
AT4G11250.1	329	19.97
AT1G47497.2	138	21.91
AT1G47497.1	138	21.91
AT1G18490.1	282	20.37
AT4G15955.1	178	21.91
AT4G15955.3	304	22.47
AT4G15955.2	183	21.95
AT2G30760.1	92	21.42
AT1G33530.1	441	20.58
AT4G36730.2	313	17.35
AT4G36730.1	315	17.32
ATMG00880.1	187	19.63
AT5G12400.1	1602	19.57
AT5G44710.1	102	19.98
AT4G11180.1	185	22.05
AT2G03820.1	516	20.32
AT5G51980.1	437	19.92
AT5G51980.2	437	19.92
AT2G18620.1	347	19.15
AT1G66720.1	352	19.94
AT3G45970.2	238	20.55
AT3G45970.1	265	20.24
AT3G10780.1	217	20.73
AT3G46060.2	216	19.62
AT3G46060.3	216	19.62
AT3G46060.1	216	19.62
AT4G11402.1	69	20.84
AT1G56550.2	367	21.43
AT1G56550.1	383	21.33
AT1G37000.1	219	21.26
AT2G09970.1	166	19.61
AT2G19240.1	840	19.68
AT2G19240.2	845	19.71
AT3G23600.1	239	19.88
AT3G23600.2	236	19.89
AT3G14900.1	611	20.38
AT5G07165.1	189	17.37
AT5G53592.1	111	22.01
AT5G22520.1	106	20.73
AT1G16515.2	87	22.67
AT1G16515.1	34	20.59
AT5G36920.1	82	19.65
AT5G40210.1	339	21.46
AT5G50960.1	350	18.81
AT2G01720.1	464	20.94
AT3G11590.2	460	18.67
AT3G11590.1	622	18.55
AT5G05830.1	204	19.14
AT2G14170.3	595	19.52
AT2G14170.2	498	19.37
AT2G14170.1	607	19.38
AT5G38670.1	291	22.24
AT3G07510.2	189	19.57
AT3G07510.3	199	19.74
AT3G07510.1	189	19.57
AT5G44370.1	432	21.6
AT5G05285.1	32	19.25
AT2G01970.1	592	23.02
AT1G15120.1	69	21.65
AT1G15120.2	166	20.78
AT2G04340.1	173	19.87
AT1G34220.1	649	18.6
AT1G34220.2	619	18.29
AT4G37260.1	320	18.51
AT4G36195.2	477	20.75
AT4G36195.3	488	20.59
AT4G36195.1	488	20.59
AT5G43140.1	254	21.99
AT5G43140.2	188	21.77
AT1G64253.1	393	21.16
AT1G64253.2	317	20.89
AT1G64253.3	185	20.18
AT1G03230.1	434	19.78
AT5G16750.1	876	19.85
AT2G17560.2	138	18.2
AT2G17560.3	134	18.34
AT2G17560.1	138	18.2
AT1G07210.1	261	19.52
AT2G46250.1	468	18.91
AT2G46250.2	377	18.66
AT1G13210.1	1203	21.17
AT5G04110.2	547	19.88
AT5G04110.1	546	19.86
AT5G04110.4	505	19.74
AT5G04110.3	546	19.86
AT5G03970.2	406	21.58
AT5G03970.1	418	21.48
AT1G15125.1	351	19.94
AT1G15125.2	248	19.56
AT2G33850.1	267	20.04
AT1G15490.4	496	19.68
AT1G15490.1	648	20.07
AT1G15490.2	577	19.82
AT1G15490.3	552	20.62
AT5G62860.1	218	21.39
AT3G51460.1	597	21.12
AT3G27390.2	588	21.09
AT3G27390.1	588	21.09
AT2G02370.2	320	22.33
AT2G02370.1	320	22.33
AT2G02370.3	320	22.33
AT3G05890.1	54	24.89
AT1G11112.1	78	23.1
AT3G20040.1	502	19.39
AT5G14750.4	142	20.39
AT5G14750.2	142	20.39
AT5G14750.3	169	20.75
AT5G14750.1	203	20.93
AT4G07932.1	195	20.93
AT2G04160.1	772	19.85
AT5G05720.1	451	19.59
AT2G41300.1	394	21.21
AT1G65480.1	175	20.31
AT1G65480.2	219	20.28
AT3G26310.1	500	21.2
AT5G58760.2	459	20.65
AT5G58760.1	557	20.24
AT1G75820.1	980	20.12
AT4G15165.1	208	19.06
AT3G14570.1	1976	21.98
AT3G14570.2	1950	21.94
AT3G14570.3	1960	21.9
AT4G39580.1	375	21.52
AT5G54600.2	179	19.99
AT5G54600.1	198	20.01
AT4G08430.1	808	20.6
AT1G31835.2	79	20.67
AT1G31835.1	76	21.21
AT4G24710.3	479	19.6
AT4G24710.1	467	19.63
AT4G24710.4	351	19.58
AT4G24710.2	351	19.58
AT3G21120.1	367	21.57
AT1G12090.1	137	18.17
AT1G26890.4	308	19.92
AT1G26890.2	372	20.31
AT1G26890.1	419	20.92
AT1G26890.3	372	20.31
AT1G26890.5	308	19.92
AT2G36830.1	251	20.18
AT3G07880.1	240	19.47
AT2G46060.2	766	20.92
AT2G46060.1	807	20.98
AT2G46060.3	801	20.98
AT3G62830.2	445	20.35
AT3G62830.1	445	20.35
AT1G17720.2	500	19.94
AT1G17720.1	501	19.94
AT5G52020.1	232	17.96
AT4G14650.1	632	17.57
AT3G24290.1	496	20.99
AT2G25570.2	204	19.61
AT2G25570.3	288	19.74
AT2G25570.1	288	19.74
AT4G13430.1	509	19.63
AT3G06660.1	427	18.31
AT2G05070.1	265	20.21
AT1G24170.1	393	20.68
AT4G28860.1	414	20.74
AT4G28860.2	378	21.08
AT1G75370.2	668	20.92
AT1G75370.1	612	20.49
AT1G60590.1	540	20.29
AT5G43710.3	561	21.2
AT5G43710.1	624	20.57
AT5G43710.2	558	21.33
AT1G65290.1	126	19.21
AT2G32275.1	92	18.85
AT1G53970.2	97	20.52
AT1G53970.1	97	20.52
AT1G02450.1	142	19.24
AT4G17230.1	529	19.8
AT4G17230.2	529	19.8
AT1G53620.1	101	17.04
AT1G04880.1	448	18.9
AT3G61510.1	488	20.48
AT2G17265.1	370	18.66
AT5G17110.1	208	20.35
AT1G54010.1	386	20.47
AT5G20870.1	501	19.61
AT4G33410.1	372	21.4
AT3G42800.1	341	19.43
AT2G18360.2	272	21.71
AT2G18360.1	313	21.52
AT4G20270.1	992	20.03
AT4G23180.1	669	19.81
AT4G23180.3	513	19.79
AT4G23180.2	583	20.13
AT4G21830.1	144	19.53
AT4G21830.2	141	19.58
AT5G23920.1	229	21.85
AT5G28160.1	324	21.58
AT2G19400.1	527	20.38
AT1G03740.2	697	20.01
AT1G03740.1	740	19.93
AT3G48040.1	208	20.59
AT3G48040.2	179	21.32
AT1G20000.1	204	19.5
AT4G38580.1	153	20.1
AT4G38580.2	153	20.1
AT3G07940.1	385	19.36
AT3G07940.2	271	19.3
AT2G07681.1	736	20.58
AT1G01100.4	112	17.48
AT1G01100.3	96	18.5
AT1G01100.1	112	17.48
AT1G01100.2	112	17.48
AT4G39917.1	82	19.59
AT3G22337.1	172	21.42
AT1G80690.2	231	19.62
AT1G80690.1	227	19.56
AT4G05553.1	111	19.6
AT5G66810.1	750	19.38
AT5G66810.4	528	19.21
AT5G66810.2	591	19.81
AT5G66810.3	637	19.58
AT4G34960.1	224	20.38
AT4G34960.2	171	20.71
AT2G38250.1	289	20.05
AT1G80570.2	480	20.19
AT1G80570.1	467	20.14
AT1G80570.3	467	20.14
AT5G03020.1	347	21.94
AT1G31270.1	90	18.86
AT5G40510.1	333	20.2
AT5G40510.2	369	20.5
AT5G48670.1	321	20.06
AT1G64330.1	555	18.66
AT3G52150.2	253	19.22
AT3G52150.1	253	19.22
AT1G10110.1	399	22.32
AT5G05480.1	608	20.27
AT2G18721.1	35	25.69
AT2G31690.1	484	20.37
AT1G62680.1	548	20.68
AT1G62680.2	548	20.68
AT1G50790.1	812	20.15
AT2G22241.1	51	21.76
AT1G70190.2	208	18.89
AT1G70190.1	208	18.89
AT1G04150.1	1012	20.19
AT5G17730.1	470	21.2
AT5G51370.1	355	19.69
AT5G51370.2	446	19.77
AT3G58480.1	575	20.39
AT5G24310.1	321	19.41
AT5G24310.3	307	19.36
AT5G24310.4	315	19.5
AT5G24310.2	234	19.77
AT1G10385.1	754	18.7
AT5G03440.2	98	20.21
AT5G03440.3	98	20.21
AT5G03440.1	98	20.21
AT5G52730.1	185	20.51
AT2G25740.1	547	19.78
AT2G25740.2	482	20.16
AT1G24650.1	886	19.75
AT4G22790.1	491	21.22
AT3G14750.1	331	18.44
AT1G80740.1	791	20.4
AT1G47760.1	184	20.46
AT3G51320.1	530	20.76
AT4G37790.1	278	18.52
AT1G12250.3	145	18
AT1G12250.1	280	18.14
AT1G12250.2	206	17.84
AT5G16160.1	133	18.97
AT3G45851.1	34	17.26
AT2G44820.1	213	19.7
AT2G44820.2	194	19.51
AT4G22250.1	214	19.33
AT5G14770.2	940	21.01
AT5G14770.5	940	21.01
AT5G14770.4	940	21.01
AT5G14770.1	940	21.01
AT5G14770.3	940	21.01
AT3G04740.1	1703	19.15
AT5G39600.1	127	19.2
AT4G20190.1	389	18.87
AT2G25010.1	509	20.24
AT3G09260.1	524	21.42
AT5G26673.1	100	19.47
AT5G18700.1	1366	19.57
AT2G01667.1	33	18.45
AT5G01710.1	513	21.26
AT3G46470.1	199	21.57
AT4G24550.3	385	20.29
AT4G24550.2	451	20.65
AT4G24550.1	380	20.48
AT3G50630.2	186	17.85
AT3G50630.1	209	18.42
AT2G28210.2	157	22.17
AT2G28210.1	276	21.16
AT2G07636.1	111	19.34
AT5G13100.1	354	19.31
AT1G11300.1	820	20.15
AT1G11300.2	805	20.13
AT4G22214.1	188	20.89
AT2G46320.1	361	19.61
AT2G46320.3	262	20.23
AT2G46320.2	262	20.23
AT2G46320.5	262	20.23
AT2G46320.4	226	20.38
AT1G13770.1	440	20.54
AT1G13770.4	308	20.6
AT1G13770.3	386	20.28
AT1G13770.2	353	20.62
AT5G50100.1	214	20.82
AT3G50560.1	272	19.58
AT1G75340.2	398	18.83
AT1G75340.1	435	18.2
AT1G75340.3	378	18.52
AT3G25910.1	372	18.46
AT2G02960.5	275	19.33
AT2G02960.3	271	18.44
AT2G02960.2	271	18.44
AT2G02960.6	271	18.44
AT2G02960.4	271	18.44
AT2G02960.1	271	18.44
AT3G14380.1	178	20.24
AT3G49430.5	300	19.18
AT3G49430.2	297	20.03
AT3G49430.4	300	19.18
AT3G49430.7	300	19.18
AT3G49430.1	300	19.18
AT3G49430.3	300	19.18
AT3G49430.6	300	19.18
AT1G68480.2	184	19.73
AT1G68480.3	187	20.35
AT1G68480.1	253	19.5
AT3G22160.1	192	17.68
AT3G63220.3	352	20.53
AT3G63220.2	352	20.53
AT3G63220.1	345	20.48
AT3G49550.1	147	19.52
AT3G25980.1	209	20.64
AT3G25980.2	205	20.7
AT3G25980.3	156	20.47
AT3G25980.4	156	20.47
AT5G43650.2	217	20.41
AT5G43650.1	247	20.6
AT3G47680.1	302	19.78
AT3G13890.2	358	20.81
AT3G13890.1	367	20.99
AT3G29110.1	595	21.22
AT5G11290.1	353	22.17
AT5G11290.2	422	21.53
AT1G47130.1	69	17.64
AT5G11760.1	181	18.48
AT3G51280.1	430	19.06
AT2G33175.1	187	24.33
AT1G64900.1	506	21.12
AT5G11400.1	206	20.79
AT5G11400.2	304	20.88
AT3G23145.1	158	20.47
AT5G05070.1	413	22.03
AT5G10550.1	581	18.73
AT5G28730.1	296	20.43
AT1G27680.1	518	20.19
AT2G45630.2	338	19.45
AT2G45630.1	186	19.41
AT4G23550.1	310	19.11
AT1G15220.1	159	19.5
AT1G15220.2	159	19.5
AT5G12190.1	124	21.41
AT5G63380.1	562	19.36
AT5G65570.1	738	20.62
AT2G25270.1	545	20.5
AT1G62975.2	247	19.74
AT1G62975.1	259	19.68
AT4G27490.4	256	19.08
AT4G27490.3	256	19.08
AT4G27490.2	199	19.5
AT4G27490.5	199	19.5
AT4G27490.1	256	19.08
AT4G27490.6	199	19.5
AT4G27490.7	214	18.92
AT1G48860.2	489	19.13
AT1G48860.1	521	18.88
AT2G01960.1	260	22.7
AT4G01720.1	489	18.17
AT3G47720.1	316	19.93
AT5G14950.1	1173	20.89
ATMG01140.1	152	22.2
AT5G16650.2	167	21.84
AT5G16650.1	128	21.38
AT1G34800.1	92	21.46
AT2G25770.1	167	20.59
AT2G25770.2	167	20.59
AT1G62040.1	119	20.87
AT1G62040.2	94	20.76
AT5G52440.1	260	18.1
AT5G46190.2	689	18.89
AT5G46190.1	644	18.52
AT5G46190.4	644	18.52
AT5G46190.3	644	18.52
AT5G15750.1	182	22.18
AT2G43050.1	518	19.63
AT1G76660.2	324	18.38
AT1G76660.1	431	17.94
AT2G14290.1	353	21.99
AT3G51470.2	317	19.15
AT3G51470.1	361	19.09
AT5G46200.1	408	20.97
AT4G30030.1	424	20.55
AT4G00960.3	292	20.97
AT4G00960.1	379	21.27
AT4G00960.4	274	21.89
AT4G00960.2	285	20.87
AT1G20470.1	146	20.73
AT5G41420.1	65	20.63
AT5G43910.2	365	18.75
AT5G43910.5	306	19.2
AT5G43910.4	324	18.79
AT5G43910.1	285	18.92
AT5G43910.3	281	18.92
AT2G42340.1	210	18.36
AT3G12190.1	269	20.36
AT2G43910.1	227	20.52
AT2G43910.3	163	21.34
AT2G43910.2	217	20.44
AT1G43170.1	389	21.66
AT1G43170.6	389	21.66
AT1G43170.2	389	21.66
AT1G43170.3	389	21.66
AT1G43170.9	389	21.66
AT1G43170.4	306	21.66
AT1G43170.8	389	21.66
AT1G43170.7	389	21.66
AT1G43170.5	389	21.66
AT3G03820.1	96	19.85
AT3G18850.1	375	22.66
AT3G18850.5	352	22.43
AT3G18850.4	375	22.66
AT3G18850.2	375	22.66
AT3G18850.3	375	22.66
AT3G18850.6	244	21.45
AT2G46040.2	576	20.06
AT2G46040.3	562	20.1
AT2G46040.1	562	20.1
AT5G16810.1	418	19.68
AT5G16810.2	410	19.72
AT5G10500.1	848	19.03
AT3G30350.1	163	20.52
AT3G30350.2	180	20.78
AT2G16460.1	230	18.78
AT2G16460.2	173	18.88
AT5G28060.1	133	21.45
AT4G39200.1	108	19.97
AT4G39200.2	107	19.91
AT3G52550.1	178	19.7
AT2G04930.1	277	21.66
AT1G71000.2	164	21.54
AT1G71000.1	165	20.81
AT1G44810.1	296	19.17
AT1G54980.1	180	19.54
AT3G22410.1	400	20.71
AT4G26380.1	1016	20.49
AT2G46540.1	65	18.63
AT2G26650.2	752	20.49
AT2G26650.1	857	20.63
AT3G14790.2	667	20.66
AT3G14790.1	664	20.65
AT1G07745.2	304	19.33
AT1G07745.5	232	19.31
AT1G07745.4	232	19.31
AT1G07745.1	322	19.26
AT1G07745.3	214	19.42
AT5G64830.3	277	19.33
AT5G64830.1	380	20.12
AT5G64830.2	297	20.13
AT3G16230.7	372	19.67
AT3G16230.3	409	19.65
AT3G16230.12	409	19.65
AT3G16230.4	372	19.67
AT3G16230.10	449	19.94
AT3G16230.6	372	19.67
AT3G16230.5	379	19.61
AT3G16230.9	372	19.67
AT3G16230.2	449	19.94
AT3G16230.11	379	19.61
AT3G16230.8	379	19.61
AT3G16230.13	325	20.07
AT3G16230.1	449	19.94
AT1G48635.1	364	20.5
AT1G48635.2	400	20.48
AT3G61300.1	972	20.81
AT3G59740.1	659	20.25
AT1G17010.1	361	20.95
AT4G38860.1	105	21.12
AT1G55010.2	72	22.82
AT1G55010.1	80	22.3
AT5G60000.1	149	22.07
AT4G24350.3	225	20.12
AT4G24350.1	336	20.43
AT4G24350.4	199	20.31
AT4G24350.2	293	20.74
AT1G60960.2	303	20.25
AT1G60960.1	425	20.21
AT1G60960.3	415	20.05
AT5G35430.1	786	19.16
AT2G12200.1	63	20.92
AT4G36560.1	110	23.34
AT5G37270.1	208	20.8
AT5G10390.1	136	19.41
AT3G17820.1	354	20.08
AT5G08740.1	519	19.52
AT4G22755.1	291	24.33
AT5G56280.1	317	20.14
AT1G74460.1	366	20.57
AT2G05410.1	265	20.23
AT2G05410.2	303	20.56
AT5G38400.1	151	21.59
AT5G24260.1	746	20.49
AT5G24260.3	746	20.49
AT5G24260.4	746	20.49
AT5G24260.2	746	20.49
AT5G24260.5	587	20.18
AT5G53450.3	456	20.64
AT5G53450.2	590	20.81
AT5G53450.1	670	20.58
AT2G26730.1	658	18.87
AT3G23715.1	95	21.11
AT3G49730.1	638	21.21
AT1G54340.2	297	21.98
AT1G54340.1	416	21.25
AT4G27560.1	455	20.36
AT1G52550.1	131	20.24
AT5G02160.1	129	18.57
AT1G52560.1	232	19.6
AT1G52560.2	225	19.4
AT2G04675.1	67	21.18
AT2G27130.1	176	17.76
AT4G18970.1	361	19.71
AT4G18970.2	410	20.22
AT1G51110.1	409	20.22
AT3G63130.1	535	18.32
AT3G63130.2	535	18.32
AT5G15200.1	198	20.39
AT5G15200.2	156	22.1
AT3G27350.2	319	20.22
AT3G27350.1	274	20.03
AT3G27350.3	279	20.27
AT5G57150.3	219	19.72
AT5G57150.5	222	20.01
AT5G57150.2	226	19.79
AT5G57150.4	264	21.45
AT5G57150.1	247	19.45
AT1G71960.1	662	20.53
AT3G45930.1	103	20.14
AT3G16620.1	1089	18.28
AT5G59280.1	332	21.05
AT5G24500.1	334	18.88
AT4G00695.4	153	19.82
AT4G00695.1	128	19.62
AT4G00695.2	128	19.62
AT4G00695.5	128	19.62
AT4G00695.3	153	19.82
AT2G22490.2	362	19.52
AT2G22490.1	361	19.55
AT5G47210.1	357	16.91
AT5G47210.3	301	17.02
AT5G47210.2	305	17.29
AT5G67540.2	471	21.94
AT5G67540.3	493	22.28
AT5G67540.1	466	21.87
AT5G26660.1	352	19.89
AT5G26660.2	321	19.77
AT4G30370.1	176	23.09
AT4G23130.3	573	20.56
AT4G23130.1	659	20.36
AT4G23130.2	663	20.3
AT2G24010.3	465	22.04
AT2G24010.1	454	21.56
AT2G24010.4	357	22.23
AT2G24010.2	469	21.65
AT2G32060.3	144	18.37
AT2G32060.1	144	18.37
AT2G32060.2	144	18.37
AT1G10300.3	687	20.04
AT1G10300.1	687	20.04
AT1G10300.2	658	19.99
AT1G49820.1	420	21.04
AT4G13670.1	387	18.93
AT4G13670.3	350	18.79
AT4G13670.2	278	19.41
AT4G13670.4	278	19.41
AT3G54880.1	112	20.4
AT4G11430.1	219	19.02
AT3G08860.1	481	20.02
AT3G08860.2	468	19.93
AT4G16840.1	87	19.59
AT3G05900.2	646	16.42
AT3G05900.1	673	16.45
AT3G09380.1	149	19.56
AT2G18193.1	495	20.59
AT1G03140.1	420	19.2
AT1G33360.1	656	18.84
AT1G29930.1	267	19.65
AT4G24630.1	407	21.37
AT2G40540.1	794	21.42
AT2G40540.5	794	21.42
AT2G40540.4	794	21.42
AT2G40540.2	794	21.42
AT2G40540.3	794	21.42
AT1G04480.1	140	19.73
AT4G01895.1	140	18.24
AT5G55040.2	916	18.48
AT5G55040.1	916	18.48
AT4G01340.1	226	20.83
AT3G23390.1	105	21.81
AT1G30850.1	300	19.56
AT5G02790.1	235	21.6
AT2G30110.1	1080	19.81
AT2G26270.1	524	19.69
AT5G48820.2	240	20.05
AT5G48820.1	222	18.87
AT5G07530.2	512	17.86
AT5G07530.1	543	17.74
AT5G07530.3	521	17.67
AT1G32010.1	835	18.98
AT5G10560.1	792	19.89
AT1G01720.1	289	21.03
AT3G46830.1	217	19.2
AT3G46830.2	217	19.2
AT1G22540.1	557	20.91
AT1G80530.1	561	21.16
AT5G25270.1	642	16.31
AT2G14720.1	628	20.15
AT2G14720.2	628	20.15
AT1G11000.1	573	21.77
AT1G11000.2	424	23.4
AT1G11000.3	573	21.77
AT3G55740.2	383	22.09
AT3G55740.3	383	22.09
AT3G55740.1	439	21.75
AT1G61095.1	125	19.52
AT3G28345.1	1240	19.86
AT4G26970.1	995	19.5
AT5G37280.1	216	20.05
AT5G24340.2	516	20.81
AT5G24340.1	505	20.7
AT3G14840.2	1020	19.74
AT3G14840.1	112	21.23
AT4G25280.1	259	19.78
AT4G25280.2	259	19.78
AT5G49665.1	740	18.31
AT5G66970.1	175	20.99
AT1G14500.1	436	20.9
AT2G14255.1	536	21.04
AT1G49205.1	41	22.1
AT3G16820.1	313	22.42
AT3G17830.1	517	19.45
AT3G03710.1	922	18.68
AT5G40690.1	210	19.3
AT3G12640.1	638	18.17
AT3G12640.2	662	18.34
AT3G12640.4	630	18.39
AT3G12640.3	662	18.34
AT1G05380.3	1138	19.09
AT1G05380.1	1138	19.09
AT1G05380.2	1138	19.09
AT5G10150.4	335	19.19
AT5G10150.2	396	19.52
AT5G10150.1	414	19.5
AT5G10150.3	317	19.2
AT4G21710.1	1188	20.48
AT4G36790.1	489	21.16
AT2G32760.3	276	19.79
AT2G32760.2	276	19.79
AT2G32760.1	352	19.64
AT1G31175.1	118	18.8
AT1G31175.2	118	18.8
AT5G37710.1	439	20.48
AT5G37710.2	352	21.32
AT2G13542.1	76	22.58
AT5G50310.1	666	20.07
AT3G58640.1	809	19.48
AT3G58640.2	809	19.48
ATCG00120.1	507	18.61
AT3G15351.4	137	19.31
AT3G15351.2	132	20.45
AT3G15351.7	132	20.45
AT3G15351.3	137	19.31
AT3G15351.6	137	19.31
AT3G15351.1	165	19.28
AT3G15351.5	165	19.28
AT1G50610.1	686	20.32
AT2G44990.3	622	20.74
AT2G44990.1	618	20.72
AT2G44990.2	633	20.93
AT4G17250.3	642	21.11
AT4G17250.1	741	21.11
AT4G17250.2	647	20.99
AT3G45460.1	389	21.49
AT2G30300.1	500	21.42
AT2G19150.2	285	21.52
AT2G19150.1	339	21.58
AT5G40405.2	612	20.76
AT5G40405.1	612	20.76
AT3G18400.1	314	20.1
AT3G26620.1	121	20.17
AT5G49770.1	946	19.76
AT1G17810.1	267	20.6
AT2G26510.2	427	20.93
AT2G26510.1	551	21.23
AT2G26510.3	410	21.07
AT1G03880.1	455	19.37
AT2G43920.4	144	21.43
AT2G43920.1	227	20.26
AT2G43920.2	200	20.26
AT2G43920.6	144	21.43
AT2G43920.5	144	21.43
AT2G43920.3	144	21.43
AT3G23240.1	218	19.56
AT5G36220.1	502	20.51
AT5G36220.2	356	20.4
AT3G62460.1	200	20.59
AT4G33170.1	990	20.65
AT5G55150.1	360	20.89
AT4G27220.1	919	20.11
AT4G27220.2	927	20.12
AT5G21020.2	42	24.9
AT4G12100.1	434	20.76
AT2G01980.1	1146	20.47
AT4G23950.2	562	20.23
AT4G23950.1	561	20.24
AT2G45520.1	205	19.49
AT1G49130.1	326	20.31
AT1G49130.2	319	20.36
AT5G53400.1	304	19.54
AT3G42990.1	129	18.6
AT4G31620.1	494	19.9
AT4G31620.2	401	19.74
AT1G13390.1	176	18.22
AT1G13390.2	176	18.22
AT4G32020.1	181	18.35
AT3G13672.1	216	21.35
AT3G13672.2	243	21.49
AT5G61840.1	415	21.39
AT1G34807.1	169	21.63
AT1G59790.1	374	22.18
AT1G59790.2	373	21.65
AT1G69930.1	234	21.43
AT2G47070.1	881	19.58
AT2G47070.2	752	19.72
AT4G24520.1	692	19.77
AT4G24520.2	688	19.77
AT3G29785.1	109	21.27
AT4G32690.1	175	20.45
AT3G49900.2	520	19.24
AT3G49900.1	517	19.22
AT1G16230.1	193	19.32
AT1G19480.2	377	18.97
AT1G19480.1	382	18.99
AT4G39870.2	394	19.28
AT4G39870.1	394	19.28
AT3G61962.1	41	21.39
AT5G51510.1	170	19.09
AT2G46910.1	284	19.47
AT1G17040.2	651	20.6
AT1G17040.3	610	20.7
AT1G17040.1	641	20.59
AT5G39670.1	204	21.18
AT1G17530.1	187	19.63
AT1G17530.2	183	19.42
AT3G09670.2	726	18.13
AT3G09670.1	726	18.13
AT1G61150.2	226	19.05
AT1G61150.6	226	19.05
AT1G61150.11	243	19.16
AT1G61150.3	193	18.89
AT1G61150.8	226	19.05
AT1G61150.5	220	19.01
AT1G61150.9	226	19.05
AT1G61150.4	226	19.05
AT1G61150.1	243	19.16
AT1G61150.10	243	19.16
AT1G61150.7	193	18.89
AT1G53110.1	439	20.16
AT4G08510.1	551	17.78
AT4G08510.2	548	17.78
AT2G39490.1	387	21.05
AT3G55450.2	426	20.37
AT3G55450.1	389	19.71
AT1G69040.1	451	19.54
AT1G69040.2	455	19.52
AT4G13400.1	357	20.01
AT4G13400.2	325	19.93
AT4G20220.1	158	21.41
AT4G35510.1	333	17.46
AT1G03710.1	202	20.24
AT1G03710.2	202	20.24
AT2G18810.1	234	19.45
AT1G73630.1	163	18.74
AT3G47540.2	283	20.14
AT3G47540.1	214	19.54
AT4G39730.1	181	20.59
AT1G31880.1	344	19.89
AT1G31880.2	358	19.83
AT5G58830.1	710	19.52
AT3G58470.1	248	19.38
AT5G02450.1	108	19.92
AT3G03230.1	333	22.09
AT1G13050.3	185	20.93
AT1G13050.1	317	20.3
AT1G13050.2	185	20.93
AT3G04650.1	486	19.22
AT3G14730.1	653	20.41
AT4G38400.1	265	19.92
AT3G58990.1	253	19.47
AT3G23980.1	714	17.36
AT2G21850.1	787	21.98
AT5G47530.1	395	20.74
AT5G22270.1	93	17.42
AT2G23321.1	46	21.2
AT3G56670.1	233	22.18
AT3G03520.1	523	20.39
AT3G03520.2	419	20.77
AT1G40083.1	173	22.97
AT1G45190.1	172	20.5
AT3G18730.1	1311	19.24
AT1G03325.1	41	23.51
AT5G09930.1	678	19.81
AT4G11290.1	326	19.6
AT5G49710.1	234	18.71
AT5G49710.3	235	18.68
AT5G49710.2	196	17.91
AT4G11510.1	85	20.06
AT2G23510.1	451	20.22
AT2G22890.1	279	21.61
AT5G62540.1	150	21.03
AT1G33950.1	311	19.18
AT1G33950.2	305	19.16
AT3G54980.1	851	19.77
AT3G54980.2	851	19.77
AT1G54930.2	396	18.87
AT1G54930.1	353	18.68
AT1G29980.1	407	19.7
AT1G29980.2	371	19.73
AT2G44480.5	311	22.05
AT2G44480.1	517	21.76
AT2G44480.2	415	22.03
AT2G44480.4	394	22.12
AT2G44480.3	548	21.8
AT4G09435.2	468	20.21
AT4G09435.1	473	20.37
AT3G55950.1	814	19.29
AT1G50470.1	121	20.21
AT3G44210.1	143	21.57
AT1G67520.8	610	21.02
AT1G67520.4	775	21.01
AT1G67520.3	818	20.94
AT1G67520.7	610	21.02
AT1G67520.6	825	21.03
AT1G67520.1	587	20.55
AT1G67520.5	581	20.94
AT1G67520.2	662	21.09
AT2G21150.1	337	19.82
AT1G15260.1	178	19.94
AT2G34330.1	143	20.22
AT4G00355.3	266	18.77
AT4G00355.2	266	18.77
AT4G00355.1	266	18.77
AT4G00355.4	264	19.38
AT5G34887.1	115	21.33
AT4G17690.1	326	20.39
AT3G08680.1	640	19.17
AT3G08680.2	640	19.17
AT5G11500.2	214	20.31
AT5G11500.1	215	20.34
AT2G31460.1	244	19.9
AT5G12240.2	114	19.76
AT5G12240.1	67	19.6
AT5G48020.1	355	20.37
AT5G49860.1	221	20.92
AT3G10610.1	140	19.98
AT1G47620.1	520	22.16
AT1G31230.1	911	19.49
AT3G27490.2	653	22.26
AT3G27490.1	682	22.31
AT1G03106.1	65	24.52
AT5G66130.1	599	19.27
AT5G66130.2	583	19.22
AT2G23800.1	376	19.36
AT2G18840.1	281	20.11
AT4G02710.1	1111	19.22
AT1G21410.2	360	19.72
AT1G21410.1	360	19.72
AT5G45610.1	646	19.39
AT5G45610.2	573	19.44
AT2G41960.1	1215	19.5
AT2G32220.1	135	22.29
AT5G10960.1	277	21.69
AT5G10820.1	503	21.84
AT3G61570.2	677	18.85
AT3G61570.1	712	18.52
AT5G04490.2	243	20.82
AT5G04490.1	304	20.92
AT4G09690.1	345	21.34
AT3G11230.3	139	23.13
AT3G11230.2	162	22.57
AT3G11230.4	106	22.28
AT3G11230.1	129	21.74
AT3G05937.1	53	25.09
AT2G01390.1	577	20.69
AT5G07210.2	613	19.69
AT5G07210.1	621	19.66
AT4G35987.1	304	20.29
AT4G23810.1	324	19.81
AT4G22330.1	255	23.98
AT1G49810.1	420	21.37
AT5G50410.1	259	19.84
AT4G16983.1	88	16.32
AT4G23620.2	277	19.62
AT4G23620.1	264	19.42
AT1G49220.1	251	20.01
AT3G26235.1	195	19.06
AT5G54020.2	588	21.57
AT5G54020.1	566	21.7
AT1G10395.1	83	18.65
AT1G06270.1	343	20.58
AT2G33220.2	174	20.61
AT2G33220.1	143	20.83
AT5G65690.1	670	19.77
