Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT5G04850.2	464.81	551.3843333	0.1151	0.0999	0.0128	0.1277	both
AT5G04900.1	0	575.4901111	0.0942	0.2568	0.0175	0.0683	D
AT5G04910.1	922.67	672.6126667	0.2115	0.0983	0.0208	0.2117	both
AT5G04920.1	649.58	619.043	0.1465	0.1336	0.0186	0.1395	both
AT5G04940.2	407.48	633.0043333	0.1358	0.1679	0.0214	0.1276	both
AT5G04950.1	0	1950.395	0.1015	0.1073	0.012	0.1117	D
AT5G04960.1	0	3442.853333	0.1959	0.1806	0.0294	0.1627	D
AT5G04970.1	0	208.6266667	0.2247	0.1258	0.0253	0.2014	D
AT5G05000.3	1073.23	740.4203333	0.1832	0.2456	0.0331	0.1349	both
AT5G05070.1	3389.91	0	0.1266	0.1468	0.0181	0.1234	H
AT5G05080.2	1829.2	1631.673636	0.0806	0.0985	0.0077	0.0779	both
AT5G05100.1	4295.56	2067.31	0.1408	0.2109	0.0249	0.1179	both
AT5G05130.1	3784.91	341.6146667	0.1528	0.1672	0.0221	0.1324	both
AT5G05140.1	1070.49	347.3613333	0.1171	0.143	0.0156	0.1093	both
AT5G05160.1	0	733.4021818	0.1773	0.1515	0.0231	0.1522	D
AT5G05170.1	1210.83	5372.136667	0.1127	0.037	0.005	0.1361	both
AT5G05200.1	452.37	1886.205667	0.1144	0.1838	0.0177	0.0963	both
AT5G05230.1	1456.76	705.882	0.1704	0.091	0.0153	0.1675	both
AT5G05270.2	0	1654.62	0.1391	0.062	0.0089	0.1435	D
AT5G05310.3	587.69	401.6626667	0.1856	0.2096	0.0294	0.1402	both
AT5G05350.1	704.58	308.2193333	0.196	0.3177	0.0435	0.1369	both
AT5G05390.1	455.62	1662.28	0.1329	0.0812	0.0108	0.1326	both
AT5G05400.1	0	510.684	0.9948	0.3616	0.2337	0.6463	D
AT5G05410.2	2296.13	306.883	0.2526	0.1981	0.0459	0.2319	both
AT5G05440.1	0	2273.743333	0.1459	0.0521	0.0088	0.1685	D
AT5G05460.1	0	779.3996667	0.1584	0.1634	0.0233	0.1425	D
AT5G05480.1	0	761.299	0.2076	0.2772	0.0406	0.1464	D
AT5G05490.2	544.16	0	0.128	0.3723	0.0299	0.0803	H
AT5G05500.1	0	7083.253333	0.1372	0.2027	0.0215	0.1062	D
AT5G05510.1	4194.6	0	0.1379	0.2512	0.0271	0.108	H
AT5G05520.1	1668.93	606.4513333	0.1563	0.2086	0.0264	0.1264	both
AT5G05540.2	0	360.4685	0.1976	0.2454	0.039	0.1588	D
AT5G05560.1	0	473.3936667	0.1852	0.3275	0.0407	0.1242	D
AT5G05570.2	870.32	416.864	0.1066	0.2731	0.0212	0.0776	both
AT5G05600.1	0	1130.405	0.0885	0.0846	0.0075	0.0881	D
AT5G05610.2	875.59	1192.219	0.0679	0.049	0.0037	0.0761	both
AT5G05660.1	1242.78	539.928	0.1307	0.1464	0.017	0.1163	both
AT5G05670.2	1690.48	448.5846364	0.0849	0.1238	0.0093	0.0749	both
AT5G05680.1	1469.34	275.9466667	0.1451	0.2431	0.0263	0.108	both
AT5G05700.1	525.39	674.1855	0.1941	0.2358	0.0375	0.159	both
AT5G05730.2	478.39	1540.448667	0.1016	0.0799	0.0089	0.1117	both
AT5G05740.3	0	1324.65	0.128	0.2543	0.0229	0.0903	D
AT5G05760.1	0	607.0376667	0.1265	0.1743	0.019	0.1088	D
AT5G05820.1	862.3	743.9486667	0.0878	0.1319	0.0106	0.0802	both
AT5G05840.1	0	578.899	0.1403	0.0414	0.0064	0.1539	D
AT5G05850.1	1128.63	372.3076667	0.115	0.1021	0.0123	0.12	both
AT5G05860.1	0	470.668375	0.2367	0.1999	0.0384	0.1922	D
AT5G05870.1	0	588.6613333	0.2237	0.2314	0.0397	0.1715	D
AT5G05890.1	0	457.44	0.1524	0.2766	0.0308	0.1114	D
AT5G05920.2	632.21	545.9513333	0.1522	0.0881	0.0145	0.1643	both
AT5G05930.2	1414.21	821.544	0.1468	0.172	0.0238	0.1382	both
AT5G05950.1	557.01	1352.57875	0.0952	0.0231	0.0026	0.113	both
AT5G05980.2	1000.58	881.5486667	0.1307	0.1573	0.0188	0.1195	both
AT5G05990.1	1920.39	547.6795556	0.1781	0.2086	0.0311	0.149	both
AT5G06000.1	1181.75	396.7277273	0.2007	0.401	0.0491	0.1224	both
AT5G06050.1	473.85	251.76	0.163	0.1225	0.0193	0.1577	both
AT5G06060.1	817.54	1115.563361	0.1322	0.1895	0.0205	0.1082	both
AT5G06100.3	339.48	364.91	0.1421	0.2599	0.0283	0.109	both
AT5G06120.4	562.41	670.4993333	0.0565	0.0908	0.0052	0.0573	both
AT5G06130.2	337.14	954.5957778	0.1565	0.0579	0.0101	0.1735	both
AT5G06140.1	501.74	1108.996875	0.0982	0.076	0.0079	0.1039	both
AT5G06160.1	866.72	298.1456667	0.1032	0.1435	0.0148	0.1032	both
AT5G06240.1	763.38	388.8293333	0.1511	0.1063	0.0166	0.1565	both
AT5G06260.1	2650.05	896.4935	0.1496	0.196	0.024	0.1226	both
AT5G06280.3	1095.54	1198.921083	0.2162	0.4182	0.0511	0.1222	both
AT5G06300.1	435.4	632.0583333	0.1172	0.0159	0.0021	0.1347	both
AT5G06340.1	1334.52	1575.78	0.1231	0.0751	0.0099	0.1317	both
AT5G06370.1	1690.52	1344.53	0.197	0.0723	0.0145	0.1999	both
AT5G06410.1	606.16	299.4046667	0.1544	0.1716	0.0225	0.1313	both
AT5G06440.4	0	322.925	0.17	0.2392	0.0325	0.1358	D
AT5G06460.1	2000.95	1116.606667	0.111	0.1767	0.0164	0.093	both
AT5G06520.1	685.84	0	0.4594	0.756	0.1437	0.19	H
AT5G06530.3	0	1704.143333	0.1467	0.0885	0.0122	0.1377	D
AT5G06550.1	742.73	444.0109091	0.1714	0.0918	0.0169	0.1845	both
AT5G06560.1	2775.79	556.73	0.1407	0.2336	0.0267	0.1142	both
AT5G06570.2	0	455.0603182	0.2192	0.1882	0.0329	0.175	D
AT5G06580.1	356.01	401.679	0.1282	0.1116	0.0137	0.1231	both
AT5G06600.3	2439.05	1110.680667	0.0749	0.0342	0.0035	0.1013	both
AT5G06680.1	245.09	363.2033333	0.1212	0.0695	0.0092	0.1322	both
AT5G06700.1	816.88	1966.275	0.1715	0.1334	0.0212	0.1588	both
AT5G06720.1	160.07	538.01825	0.1996	0.1175	0.0212	0.18	both
AT5G06770.1	306.6	251.2603333	0.1221	0.1166	0.0135	0.1155	both
AT5G06780.2	334.63	710.7126667	0.1556	0.2292	0.0296	0.129	both
AT5G06800.2	133.45	570.709	0.1851	0.2984	0.0395	0.1322	both
AT5G06830.1	1775.38	369.6356667	0.1206	0.2252	0.0217	0.0965	both
AT5G06839.3	0	542.4086667	0.0867	0.0541	0.0046	0.0859	D
AT5G06860.1	0	1128.15	0.2594	0.1547	0.0382	0.2467	D
AT5G06870.1	0	3571.21	0.1184	0.1153	0.0141	0.1223	D
AT5G06930.1	1140.84	1780.34	0.2421	0.3614	0.0568	0.1571	both
AT5G06950.4	192.13	564.265	0.109	0.0493	0.0066	0.1338	both
AT5G06960.2	0	1098.76	0.0956	0.115	0.0109	0.0946	D
AT5G06970.1	1035.6	946.3686667	0.0954	0.1154	0.011	0.0952	both
AT5G06980.4	0	3978.616667	0.2234	0.2112	0.041	0.1939	D
AT5G07010.1	0	936.0586667	0.2348	0.2577	0.0455	0.1767	D
AT5G07020.1	0	2450.761944	0.1798	0.1738	0.0238	0.1371	D
AT5G07030.1	0	987.6962727	0.1394	0.0574	0.0085	0.148	D
AT5G07080.1	198.63	788.2004545	0.2074	0.2177	0.0338	0.1552	both
AT5G07090.2	2410.98	1959.21	0.0961	0.0669	0.0081	0.1216	both
AT5G07100.2	0	513.0006667	0.2448	0.2709	0.0475	0.1753	D
AT5G07130.1	0	613.4840909	0.1481	0.0908	0.0131	0.1442	D
AT5G07150.1	0	163.779	0.148	0.4543	0.0371	0.0817	D
AT5G07190.2	227.6	175.0796667	0.2132	0.179	0.03	0.1674	both
AT5G07250.2	5248.04	2416.503333	0.1886	0.0677	0.0125	0.1848	both
AT5G07300.1	0	777.449625	0.124	0.0592	0.0084	0.1419	D
AT5G07320.1	1667.45	404.9011667	0.1179	0.0515	0.0073	0.1423	both
AT5G07360.2	226.7	536.9416667	0.1687	0.1785	0.0251	0.1407	both
AT5G07370.4	891.07	1445.82	0.1697	0.2006	0.0274	0.1368	both
AT5G07420.1	10192.03	0	0.1231	0.1431	0.0156	0.1089	H
AT5G07430.1	15400.53	0	0.1404	0.1007	0.014	0.1396	H
AT5G07440.3	6932.91	3558.096667	0.1315	0.001	2e-04	0.172	both
AT5G07460.1	0	4802.253333	0.1673	0.1813	0.0243	0.1341	D
AT5G07590.1	770.6	534.7146667	0.1032	0.0142	0.0019	0.1358	both
AT5G07630.1	509.51	392.399	0.2373	0.3198	0.0499	0.1561	both
AT5G07660.1	1388.66	0	0.1481	0.3152	0.0325	0.1031	H
AT5G07680.2	0	281.6612727	0.1341	0.1326	0.0167	0.1258	D
AT5G07690.1	0	1162.735333	0.1848	0.2957	0.0389	0.1316	D
AT5G07710.1	695.8	617.234	0.1692	0.2802	0.0333	0.1189	both
AT5G07720.1	438.92	85.97229091	0.1688	0.0561	0.0115	0.2055	both
AT5G07730.1	1952.97	0	0.2246	0.2765	0.044	0.159	H
AT5G07820.1	0	277.43	0.2241	0.3125	0.0506	0.1618	D
AT5G07830.1	598.66	1258.983333	0.144	0.1032	0.0151	0.1461	both
AT5G07870.1	0	389.9808182	0.2344	0.2918	0.0481	0.1647	D
AT5G07890.3	1803.01	524.7795	0.1351	0.1844	0.0237	0.1286	both
AT5G07900.1	0	295.7676667	0.2246	0.1395	0.0287	0.2057	D
AT5G07910.1	820.63	585.22	0.0597	0.1912	0.01	0.0525	both
AT5G07920.1	306.51	643.253125	0.0984	0.0754	0.0084	0.1118	both
AT5G07950.1	261.48	273.5166667	0.1703	0.3268	0.0372	0.1138	both
AT5G07990.1	0	576.192	0.1689	0.1385	0.0208	0.1501	D
AT5G08000.1	0	951.5343333	0.1593	0.3516	0.0371	0.1056	D
AT5G08010.1	357.19	580.784	0.1904	0.4196	0.0483	0.1152	both
AT5G08020.1	749.06	277.5600909	0.1575	0.1281	0.02	0.1558	both
AT5G08050.1	0	3656.390806	0.109	0.0614	0.0064	0.1039	D
AT5G08070.1	120.43	173.242	0.1379	0.2292	0.0267	0.1166	both
AT5G08080.3	1383.65	1404.773333	0.0826	0.0402	0.0043	0.1065	both
AT5G08120.1	0	334.747	0.1566	0.1185	0.02	0.1684	D
AT5G08160.2	1965.78	1737.59	0.1064	0.0096	0.0013	0.134	both
AT5G08170.1	945.42	861.5195	0.1498	0.137	0.019	0.1385	both
AT5G08180.2	2512.8	1518.775455	11.9645	0.335	2.878	8.5906	both
AT5G08200.1	1269.8	410.1353333	0.1318	0.1268	0.0164	0.1297	both
AT5G08230.1	0	149.9666667	0.1899	0.5162	0.0517	0.1002	D
AT5G08270.1	563.12	293.012	0.1954	0.5562	0.0536	0.0963	both
AT5G08300.1	2288.72	2436.073333	0.0769	0.0147	0.0013	0.0905	both
AT5G08335.1	660.4	460.548	0.138	0.1739	0.0192	0.1103	both
AT5G08340.2	310.65	314.38	0.1484	0.3456	0.0329	0.0953	both
AT5G08360.1	751.21	0	0.325	0.4345	0.0832	0.1914	H
AT5G08370.2	0	488.718	0.1628	0.1215	0.0194	0.1595	D
AT5G08380.1	67.82	1530.65	0.1992	0.2379	0.0365	0.1532	both
AT5G08390.1	0	753.629	0.105	0.1647	0.0155	0.0943	D
AT5G08400.2	463.35	461.2546111	0.0908	0.1475	0.0126	0.0857	both
AT5G08415.1	1492.42	458.29	0.2774	0.2349	0.0534	0.2272	both
AT5G08420.1	1075.83	903.2083333	0.1802	0.2252	0.0358	0.1588	both
AT5G08430.1	548.7	495.6253333	0.1946	0.3793	0.0483	0.1272	both
AT5G08440.2	0	238.1595	0.127	0.3659	0.0292	0.0798	D
AT5G08450.3	3426.55	1339.68	0.1168	0.1077	0.0138	0.1278	both
AT5G08510.1	0	175.507	0.1795	0.2865	0.037	0.1292	D
AT5G08530.1	2261.87	2924.38	0.0682	0.0534	0.0045	0.0837	both
AT5G08540.1	587.74	918.6	0.1499	0.1367	0.0195	0.1429	both
AT5G08550.1	975.02	380.7973333	0.1254	0.1855	0.02	0.1076	both
AT5G08560.2	4041.64	1285.52	0.1163	0.2234	0.0212	0.0951	both
AT5G08570.1	821.21	1569.863333	0.093	0.0422	0.0044	0.105	both
AT5G08580.1	1337.43	425.54	0.1134	0.0537	0.0085	0.1574	both
AT5G08600.2	1108.69	194.3613333	0.2649	0.5076	0.0737	0.1451	both
AT5G08610.1	3279.72	493.8205833	0.1351	0.1894	0.0216	0.1142	both
AT5G08640.2	0	4076.46	0.1217	0.0661	0.0083	0.1252	D
AT5G08650.1	188.97	1152.755889	0.0717	0.0407	0.0033	0.0822	both
AT5G08750.3	972.89	1057.11	0.1456	0.1105	0.0152	0.1373	both
AT5G09220.1	0	9398.505	0.1311	0.0528	0.0069	0.13	D
AT5G09230.7	491.7	290.0016667	0.135	0.0712	0.0102	0.1435	both
AT5G09280.1	1832.69	0	0.1409	0.2535	0.0273	0.1076	H
AT5G09290.1	0	487.684	0.1516	0.2681	0.0283	0.1056	D
AT5G09300.2	1099.37	278.3632727	0.1593	0.191	0.0258	0.1352	both
AT5G09320.1	0	287.1096667	0.2438	0.2686	0.0509	0.1893	D
AT5G09330.4	1931.79	1262.91	0.128	0.2566	0.0247	0.0961	both
AT5G09380.1	1418.97	175.805	0.1618	0.219	0.0285	0.1303	both
AT5G09390.2	2335.3	508.3916667	0.1639	0.3242	0.0371	0.1144	both
AT5G09400.1	0	356.472	0.0742	0.0842	0.006	0.0714	D
AT5G09410.3	1011.72	1066.834333	0.2433	0.303	0.0531	0.1751	both
AT5G09420.1	297.79	191.1626667	0.1542	0.1919	0.0251	0.1308	both
AT5G09440.1	0	4044.273333	0.2062	0.1741	0.0298	0.1711	D
AT5G09450.1	816.69	542.7793333	0.1712	0.2428	0.0323	0.1331	both
AT5G09500.1	4512.49	0	0.0909	0.001	1e-04	0.1105	H
AT5G09550.1	7060.66	189.2945	0.1084	0.0566	0.0064	0.1123	both
AT5G09590.1	1189.09	682.971	0.1294	0.0586	0.0086	0.1459	both
AT5G09650.1	1683.77	2785.746667	0.1483	0.0973	0.016	0.1641	both
AT5G09690.4	1621.42	259.9786667	0.1572	0.1708	0.0228	0.1337	both
AT5G09740.2	639.77	389.3195	0.1204	0.1655	0.0175	0.1059	both
AT5G09760.1	2124.74	2118.966667	0.1274	0.1118	0.0135	0.121	both
AT5G09790.2	1502.51	0	0.0998	0.1396	0.0131	0.0937	H
AT5G09800.1	5403.12	432.5626667	0.2205	0.2588	0.0417	0.1611	both
AT5G09810.1	1609.36	8593.876667	0.0838	0.001	1e-04	0.108	both
AT5G09820.2	404.55	631.2521389	0.2046	0.1729	0.0318	0.1839	both
AT5G09840.1	169.28	0	0.2499	0.3412	0.0573	0.1681	H
AT5G09890.2	0	1239.82	0.0828	0.0161	0.0017	0.1064	D
AT5G09995.3	676.91	420.72	0.2403	0.3766	0.0542	0.1438	both
AT5G10010.1	939.09	543.9463333	0.1156	0.2411	0.0226	0.0936	both
AT5G10020.2	0	506.3896667	0.1223	0.121	0.0143	0.1184	D
AT5G10030.2	0	910.6686667	0.1159	0.0503	0.0071	0.1419	D
AT5G10070.2	937.88	511.766	0.1504	0.0565	0.0114	0.2013	both
AT5G10090.1	2433.65	0	0.1589	0.1289	0.019	0.1472	H
AT5G10120.1	0	54.77016667	0.1937	0.1408	0.0264	0.1876	D
AT5G10130.1	0	970.8718182	0.1769	0.3549	0.0388	0.1094	D
AT5G10160.1	583.72	756.93	0.1953	0.0608	0.0124	0.2045	both
AT5G10170.1	0	528.523	0.1095	0.0734	0.0082	0.1114	D
AT5G10260.1	3075.61	273.3446667	0.1306	0.0321	0.0061	0.1897	both
AT5G10270.1	872.8	436.604	0.1173	0.0866	0.0119	0.1378	both
AT5G10280.1	274.88	377.132	0.1418	0.1705	0.0218	0.1278	both
AT5G10300.1	0	1180.52	0.1399	0.0726	0.0105	0.145	D
AT5G10320.3	0	228.7578611	0.1724	0.3602	0.0404	0.1123	D
AT5G10350.3	1280.91	790.797	0.116	0.1338	0.0156	0.1165	both
AT5G10380.1	0	3908.26	0.3718	0.3829	0.0865	0.2259	D
AT5G10470.2	0	799.2625556	0.1193	0.1876	0.0186	0.0993	D
AT5G10480.3	944.81	1790.64	7.762	2.1533	2.9232	1.3576	both
AT5G10500.1	2222.22	0	0.204	0.2707	0.0411	0.152	H
AT5G10520.1	0	762.945	0.1425	0.1647	0.0204	0.124	D
AT5G10540.1	939.87	580.194	0.0898	0.0867	0.0079	0.091	both
AT5G10560.1	403.19	917.667	0.1655	0.1571	0.0238	0.1517	both
AT5G10580.2	0	2960.84	0.061	0.1875	0.0094	0.05	D
AT5G10620.1	334.31	0	0.1752	0.1878	0.029	0.1542	H
AT5G10630.2	1079.36	385.3533333	0.1238	0.1183	0.0148	0.1247	both
AT5G10650.2	2276.45	1036.828	0.2032	0.3902	0.0497	0.1274	both
AT5G10710.3	1366.43	815.9906667	0.1354	0.443	0.0348	0.0785	both
AT5G10740.1	3808.07	685.067	0.1993	0.1487	0.0281	0.1889	both
AT5G10750.1	1227.6	759.0296667	0.153	0.0821	0.0114	0.1394	both
AT5G10770.1	0	1345.773333	0.1468	0.0906	0.013	0.1433	D
AT5G10780.2	1343.73	1780.85	0.2761	0.3482	0.0626	0.1797	both
AT5G10790.1	933.45	910.1003333	0.094	0.0858	0.0088	0.1021	both
AT5G10820.1	369.24	885.7406667	0.105	0.1405	0.0124	0.0885	both
AT5G10830.1	0	1275.03	0.1746	0.1099	0.0168	0.1533	D
AT5G10860.1	946.95	7711.116667	0.0878	0.1907	0.0149	0.0781	both
AT5G10920.1	652.76	630.8463333	0.1449	0.1179	0.0167	0.1413	both
AT5G10930.1	0	1469.26	0.1652	0.0372	0.0085	0.23	D
AT5G10940.2	794.38	773.5713333	0.1197	0.1351	0.0162	0.1202	both
AT5G10960.1	1557.51	6423.71	0.1191	0.001	2e-04	0.2133	both
AT5G11010.3	618.67	384.3043333	0.1099	0.1879	0.0175	0.0931	both
AT5G11020.1	0	201.4466364	0.1268	0.3552	0.0286	0.0806	D
AT5G11040.1	725.91	786.4183636	0.0901	0.0765	0.007	0.0916	both
AT5G11060.1	0	1037.76	0.1452	0.0675	0.0106	0.157	D
AT5G11070.1	2260.22	3117.805	0.2578	0.0694	0.0209	0.3014	both
AT5G11090.1	307.59	1597.004375	0.1777	0.0908	0.0154	0.1697	both
AT5G11100.1	303.12	193.7075091	0.1475	0.0843	0.0129	0.1529	both
AT5G11110.1	5074.79	1124.77	0.1352	0.1559	0.0193	0.1239	both
AT5G11150.1	304.27	578.6165	0.1603	0.0655	0.0134	0.2046	both
AT5G11160.1	398.35	470.7203333	0.1454	0.001	2e-04	0.1653	both
AT5G11240.1	444.21	254.787	0.1442	0.1401	0.0192	0.137	both
AT5G11270.1	0	618.98	0.2115	0.2361	0.0408	0.1727	D
AT5G11280.1	1327.8	1271.843333	0.1649	0.0946	0.0154	0.1628	both
AT5G11300.1	0	239.4213333	0.1236	0.2137	0.0216	0.1012	D
AT5G11410.1	0	134.718	0.1853	0.4698	0.0479	0.102	D
AT5G11420.1	0	5878.25	0.1746	0.0467	0.008	0.1713	D
AT5G11430.1	911.26	414.39	0.1752	0.4165	0.0425	0.102	both
AT5G11450.1	319.27	1487.532639	0.1778	0.1354	0.0221	0.1631	both
AT5G11460.1	0	447.2966667	0.2047	0.6791	0.0611	0.09	D
AT5G11490.2	913.1	984.175	0.1107	0.097	0.0108	0.1116	both
AT5G11520.1	7080.89	2430.95	0.1483	0.0609	0.0101	0.1654	both
AT5G11540.1	0	380.421	0.2141	0.1769	0.032	0.1811	D
AT5G11550.1	0	386.6946667	0.2737	0.0569	0.0144	0.2534	D
AT5G11560.1	2234.6	2055.79	0.1116	0.1628	0.0157	0.0962	both
AT5G11580.1	433.71	736.102	0.1492	0.2176	0.0255	0.1171	both
AT5G11600.1	0	924.006	0.1978	0.2943	0.0394	0.1337	D
AT5G11610.2	0	305.8746667	0.2417	0.3194	0.0518	0.1621	D
AT5G11640.1	811.38	657.224	0.0903	0.1803	0.013	0.072	both
AT5G11650.1	1129.71	658.4506667	0.1034	0.1067	0.0108	0.1009	both
AT5G11670.1	0	7315.69	0.1299	0.1043	0.0134	0.128	D
AT5G11710.1	1340.87	1214.393333	0.1492	0.2126	0.026	0.1224	both
AT5G11790.1	2380.22	1498.035	0.1386	0.0401	0.0065	0.1619	both
AT5G11800.1	411.07	570.4436667	0.0922	0.1246	0.0099	0.0794	both
AT5G11810.1	1299.44	891.1313333	0.1975	0.2599	0.0371	0.1429	both
AT5G11840.1	0	960.2263333	0.2058	0.1368	0.0238	0.1741	D
AT5G11860.4	199.34	1803.16	0.1326	0.0275	0.0044	0.1603	both
AT5G11900.1	1957.26	467.1146667	0.0967	0.0174	0.0022	0.1276	both
AT5G11940.1	219.24	0	0.177	0.3225	0.0373	0.1157	H
AT5G11950.2	744.32	1047.427	0.0608	0.1026	0.0062	0.0606	both
AT5G11980.1	1421.79	1089.795273	0.0893	0.1085	0.009	0.0832	both
AT5G12020.1	2144.64	0	0.1775	0.001	3e-04	0.2572	H
AT5G12030.1	2226.98	99.97257273	0.2654	0.1385	0.035	0.2525	both
AT5G12040.2	0	902.2523333	0.1376	0.1098	0.0141	0.1282	D
AT5G12050.1	0	471.42	0.1832	0.134	0.0254	0.1897	D
AT5G12080.3	164.02	480.2136667	0.1919	0.1842	0.03	0.163	both
AT5G12100.1	0	125.8743333	0.1699	0.2022	0.0297	0.1467	D
AT5G12120.1	2059.72	1352.84	0.1487	0.1913	0.0245	0.1278	both
AT5G12150.2	623.19	1540.886667	0.1009	0.1126	0.011	0.098	both
AT5G12170.2	0	401.7376667	0.1391	0.2889	0.027	0.0934	D
AT5G12180.1	6796.22	0	0.1063	0.0201	0.0026	0.1274	H
AT5G12200.1	577.61	2392.3	0.1309	0.0954	0.0127	0.1333	both
AT5G12210.2	0	1382.813333	0.0953	0.1211	0.0114	0.0941	D
AT5G12220.2	554.74	238.573	0.1561	0.2547	0.0303	0.1189	both
AT5G12230.1	478.75	774.6106667	0.122	0.147	0.0151	0.1028	both
AT5G12290.1	678.94	679.507	0.1088	0.0673	0.0087	0.1288	both
AT5G12310.1	1012.01	871.057	0.1085	0.1658	0.016	0.0964	both
AT5G12370.3	993.06	925.301	0.0686	0.0584	0.0044	0.0752	both
AT5G12390.1	5722.39	918.718	0.1454	0.1597	0.0213	0.1332	both
AT5G12400.1	0	428.8616667	0.1913	0.395	0.0479	0.1212	D
AT5G12410.1	1427.3	764.5963333	0.1244	0.1158	0.0155	0.1338	both
AT5G12420.1	0	1056.91	0.1393	0.1151	0.0152	0.1319	D
AT5G12430.1	950.41	296.5013333	0.139	0.2898	0.0299	0.1033	both
AT5G12440.3	0	422.5156667	0.1705	0.2455	0.0343	0.1396	D
AT5G12480.2	27.64	392.7318182	0.1025	0.0662	0.0081	0.1225	both
AT5G12850.1	392.33	589.8921818	0.1497	0.0848	0.0138	0.1629	both
AT5G12900.1	0	324.4598182	0.1224	0.0869	0.0112	0.129	D
AT5G12970.1	0	434.3713636	0.1195	0.0385	0.0053	0.1378	D
AT5G13020.1	1176.67	1159.416667	0.1297	0.1976	0.0209	0.1056	both
AT5G13030.1	332.65	591.957	0.1178	0.0626	0.009	0.1439	both
AT5G13050.2	348.75	672.738125	0.1451	0.1903	0.0223	0.1171	both
AT5G13070.1	1506.36	1377.506667	0.146	0.0277	0.0049	0.1774	both
AT5G13090.1	0	756.8775	0.2103	0.1912	0.0364	0.1906	D
AT5G13120.2	932.76	2398.1	0.1959	0.3741	0.0454	0.1215	both
AT5G13140.1	0	1057.21	0.1988	0.1962	0.0305	0.1553	D
AT5G13220.4	571.55	963.0333333	0.2518	0.2411	0.0444	0.1842	both
AT5G13240.1	0	1050.059	0.1074	0.1332	0.0139	0.1041	D
AT5G13300.1	0	958.063	0.1086	0.0653	0.0084	0.129	D
AT5G13310.1	1204.87	343.9326667	0.2864	0.3327	0.0622	0.1871	both
AT5G13330.1	0	1920.42	0.2338	0.1248	0.0281	0.2256	D
AT5G13390.1	859.7	871.385	0.0901	0.082	0.0071	0.0868	both
AT5G13400.1	0	740.87	0.1037	0.066	0.0073	0.1104	D
AT5G13410.1	320.5	951.7877778	0.1151	0.1234	0.0139	0.1128	both
AT5G13420.1	2291.16	6531.096667	0.0928	0.0584	0.0062	0.1058	both
AT5G13450.2	3848.78	4875.206667	0.0869	0.1709	0.0131	0.0766	both
AT5G13480.2	1420.2	389.842	0.1118	0.2451	0.0208	0.0848	both
AT5G13490.2	5526.34	1375.923333	0.1606	0.1311	0.0212	0.1617	both
AT5G13500.3	442.06	1382.576667	0.1144	0.0451	0.0062	0.1377	both
AT5G13510.1	598.8	4862.919444	0.1516	0.0268	0.0043	0.1615	both
AT5G13570.2	279.11	534.6213333	0.1417	0.3127	0.03	0.096	both
AT5G13580.1	0	1077.917091	0.1739	0.0361	0.0066	0.1817	D
AT5G13600.1	1674.45	0	0.1566	0.1238	0.0195	0.1573	H
AT5G13610.1	1685.35	298.16	0.1885	0.4216	0.049	0.1162	both
AT5G13640.1	1156.09	736.5975278	0.1409	0.0692	0.0111	0.1612	both
AT5G13680.1	0	285.9746667	0.1147	0.2335	0.0215	0.0921	D
AT5G13690.1	367.72	378.4956667	0.1261	0.3209	0.0279	0.0869	both
AT5G13720.1	0	1397.605278	0.1723	0.1095	0.0178	0.1626	D
AT5G13740.1	826.48	1465.183333	0.1731	0.1254	0.0207	0.1647	both
AT5G13750.3	4067.42	1204.621545	0.232	0.1625	0.0321	0.1977	both
AT5G13760.1	2497.06	462.9816667	0.1262	0.0735	0.0097	0.1322	both
AT5G13780.1	1120.41	2271.1875	0.1472	0.0109	0.0023	0.2099	both
AT5G13800.2	635.11	892.1793333	0.151	0.2021	0.0256	0.1265	both
AT5G13820.1	1142.54	421.635	0.1843	0.3138	0.0413	0.1315	both
AT5G13830.1	563.44	0	0.155	0.127	0.0187	0.147	H
AT5G13870.1	0	208.9253333	0.1274	0.0576	0.0079	0.137	D
AT5G13880.1	1038.39	220.5395	0.2158	0.1969	0.0372	0.1888	both
AT5G13890.3	0	588.6316667	0.156	0.0431	0.0074	0.1721	D
AT5G13930.1	0	11696.03333	0.1539	0.0406	0.007	0.1719	D
AT5G13950.3	1573.38	440.3536667	0.1475	0.4198	0.0367	0.0875	both
AT5G13960.1	1275.28	407.1535	0.1572	0.1943	0.027	0.139	both
AT5G13970.1	946.72	373.1733333	0.2359	0.3507	0.055	0.1569	both
AT5G13980.3	824.95	1020.851667	0.1207	0.2003	0.0198	0.0988	both
AT5G13990.1	3628.43	408.226	0.1251	0.0917	0.0117	0.1277	both
AT5G14000.1	0	637.7686667	0.1339	0.1473	0.0191	0.1294	D
AT5G14050.1	1364.59	536.8473333	0.1048	0.2327	0.0198	0.0849	both
AT5G14090.1	0	598.4475	0.1373	0.297	0.0297	0.1	D
AT5G14100.1	531	304.282	0.1491	0.1232	0.017	0.1377	both
AT5G14150.1	0	546.731	0.1126	0.1675	0.0159	0.0948	D
AT5G14170.1	606.81	1857.906667	0.0618	0.0215	0.0017	0.0771	both
AT5G14180.1	1092.91	0	0.1421	0.1838	0.0226	0.1232	H
AT5G14210.1	295.18	400.6069167	0.1217	0.2228	0.0223	0.1001	both
AT5G14220.2	367.48	482.5766667	0.1454	0.3369	0.0325	0.0964	both
