Protein.Name	Gene.Name	Uniprot.ID	Pvalue.protein	FDR.protein
RNA polymerase II subunit A C-terminal domain phosphatase	Ctdp1	Q7TSG2	0.867132437	0.942172744
Proteasome subunit alpha type;Proteasome subunit alpha type-2	Psma2	E9Q3A4;P49722;Q6ZWV8	0.792213353	0.942192206
Protein-methionine sulfoxide oxidase MICAL3	Mical3	Q8CJ19;Q8CJ19-3;Q8CJ19-2;F8WJE8;D3Z2R0;Q8CJ19-4;D3YWV4	0.781094493	0.943028717
L-serine dehydratase/L-threonine deaminase	Sds	Q8VBT2;D3Z221	0.794088329	0.943615636
Chloride intracellular channel protein 4	Clic4	Q9QYB1;Q8BHB9;Q8BXK9;E0CY42	0.793889858	0.943615636
Oxysterol-binding protein-related protein 9;Oxysterol-binding protein	Osbpl9	A2A8Z1;E9PXZ2;F6UHR6;E9Q6C1;A2A8Z1-2;Q5FWX7;Q8VDM5	0.577755146	0.944438789
Zinc finger and BTB domain-containing protein 7B	Zbtb7b	Q64321;E9PV72	0.568025046	0.944438789
Allograft inflammatory factor 1	Aif1	O70200;Q9EQW9;G3UYJ2	0.581193101	0.944438789
Stromal interaction molecule 1	Stim1	P70302	0.56390973	0.944438789
Transmembrane 9 superfamily member 4	Tm9sf4	Q8BH24	0.579045918	0.944438789
pre-mRNA 3 end processing protein WDR33	Wdr33	Q8K4P0	0.56773882	0.944438789
Dephospho-CoA kinase domain-containing protein	Dcakd	Q8BHC4;B0QZX9	0.779879821	0.944704288
Myeloid differentiation primary response protein MyD88	Myd88	P22366;E9PVR7;P22366-2;F6SPW1	0.779376919	0.944704288
Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form	Ptges2	Q8BWM0	0.796243692	0.945369537
Gamma-butyrobetaine dioxygenase	Bbox1	Q924Y0;A2AGK3	0.796183842	0.945369537
Rho GTPase-activating protein 17	Arhgap17	Q3UIA2;E9QAJ9;Q3UIA2-2;Q3UIA2-3;Q3UIA2-4;F8WII2;F8WJ58	0.800474689	0.947160314
Heterogeneous nuclear ribonucleoprotein Q	Syncrip	Q7TMK9;G3V018;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6;G3UWM1;G3XA76;G3UXU5	0.800469715	0.947160314
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	Ndufa4	Q62425	0.800353103	0.947160314
60S ribosomal protein L10;60S ribosomal protein L10-like	Rpl10;Rpl10l	Q6ZWV3;P86048;B7FAU6	0.799061036	0.947160314
Nicotinate phosphoribosyltransferase	Naprt1	Q8CC86	0.800325654	0.947160314
Eukaryotic translation initiation factor 3 subunit L	Eif3l	Q8QZY1	0.799604765	0.947160314
Sulfite oxidase, mitochondrial	Suox	Q8R086	0.800363994	0.947160314
DNA helicase B	Helb	G5E835;Q6NVF4;D6RGT6	0.788149518	0.947638752
ATP-dependent RNA helicase DDX42	Ddx42	Q810A7;Q810A7-2	0.801288516	0.947720332
5(3)-deoxyribonucleotidase, cytosolic type	Nt5c	Q9JM14;A2A9X5	0.801691702	0.947794395
Tubulin gamma-1 chain;Tubulin gamma-2 chain	Tubg1;Tubg2	P83887;Q8VCK3	0.882472929	0.947841294
Protein KIAA0284	Kiaa0284	Q80U49;Q80U49-2;Q6A065-2	0.790021505	0.947901817
Cyclin-K	Ccnk	Q3U3M5;O88874	0.790746318	0.948027538
Latexin	Lxn	P70202	0.802374486	0.948198809
Conserved oligomeric Golgi complex subunit 3	Cog3	Q8CI04;E9QL65	0.872007244	0.948499108
	Larp1b	Q8R3F0;Q3TQS1	0.75775743	0.948688436
Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	Dak	Q8VC30;Q3UTZ4	0.803537961	0.948767987
Ufm1-specific protease 2	Ufsp2	Q99K23	0.803301255	0.948767987
Ras-related protein Rab-35	Rab35	Q6PHN9	0.793286352	0.949335898
Autophagy-related protein 2 homolog A	Atg2a	Q6P4T0;F6V3Y9	0.793085987	0.949335898
U4/U6.U5 tri-snRNP-associated protein 1	Sart1	Q9Z315	0.76150713	0.949644186
WD repeat-containing protein 5	Wdr5	P61965;F6Q3W0	0.794651253	0.950045843
FACT complex subunit SPT16	Supt16h	G3X956;Q920B9	0.805839466	0.950275947
Cofilin-1	Cfl1;Gm6180	F8WGL3;P18760;E9Q1T2	0.805764005	0.950275947
Tyrosine-protein kinase receptor;Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta	Insr	F8VPU4;P15208;B8Q3N4;Q60751;E9QNX9;Q3U1L4	0.765176321	0.950492461
Macrophage erythroblast attacher	Maea	Q4VC33-2;Q4VC33;F6YBM2	0.768243313	0.950589002
Regulatory-associated protein of mTOR	Rptor	A2ACM0;Q8K4Q0;Q8K4Q0-2;E9PXZ5;F6U5L3;Q8K4Q0-3;Q8K4Q0-5;F7CN67;Q8K4Q0-4;E9PZN9	0.690743055	0.950700119
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 8	Usp8	A2AI52;Q80U87;D3Z5K3	0.445833553	0.950700119
Glycylpeptide N-tetradecanoyltransferase 2;Glycylpeptide N-tetradecanoyltransferase	Nmt2	O70311;A2AJH3;Q8CFK1	0.640067716	0.950700119
Platelet endothelial cell adhesion molecule	Pecam1	B1ARB3;Q08481;Q08481-3;Q08481-4;E9Q0X6;Q08481-2;B1ARA9	0.581983803	0.950700119
	Fam151b	D3YUE4	0.449267577	0.950700119
THO complex subunit 6 homolog	Thoc6	Q5U4D9;D3Z131;D3Z132;F6S2T7;D3YUL7	0.637137402	0.950700119
Transmembrane protein 41B	Tmem41b	Q8K1A5;D6RFP3;Q8K1A5-2;Q8K1A5-3;D6RIR0;D6RDC1	0.636997293	0.950700119
Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	C330019G07Rik;Pisd	F6TVX7;Q8BSF4;E9PX91;F7C386;Q3TJ76;D3YY63;D3Z0X7	0.510234158	0.950700119
	Fat1	F2Z4A3;E9PYL7	0.649083353	0.950700119
Protein diaphanous homolog 2	Diap2;Diaph2	E9Q5X8;E9Q4U7;Q6W4W7;E9Q6V7;O70566;E9PVK5	0.51263109	0.950700119
Zinc finger ZZ-type and EF-hand domain-containing protein 1	Zzef1	E9Q5W5;Q5SSH7;Q5SSH7-2	0.520116488	0.950700119
	Plekha5	E9Q6H8;E9Q3A1;E9Q3A2	0.482416803	0.950700119
	Mtus1	E9QM83;Q5HZI1-3;D3Z7B3;D3Z2H5	0.438392534	0.950700119
Protein arginine N-methyltransferase 3	Prmt3	Q922H1;Q922H1-2;F6Y6T5;Q9D8D8	0.686609897	0.950700119
Translation factor Guf1, mitochondrial	Guf1	Q8C3X4;G3UWY0;Q8C3X4-2;F6ZM03;Q8C8D6	0.500706601	0.950700119
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Smarce1	O54941;C0IMW9	0.347525806	0.950700119
Insulin-like growth factor-binding protein 2	Igfbp2	P47877;E9Q9K3;D3YU40	0.505227009	0.950700119
Desmocollin-2	Dsc2	P55292;P55292-2;F6RM34	0.662651979	0.950700119
Sphingomyelin phosphodiesterase	Smpd1	Q04519	0.534900713	0.950700119
M-phase phosphoprotein 8	Mphosph8	Q3TYA6	0.687001349	0.950700119
Ceroid-lipofuscinosis neuronal protein 5 homolog	Cln5	Q3UMW8	0.5029506	0.950700119
RNA-binding protein 27	Rbm27	Q5SFM8;Q5SFM8-2;Q5SFM8-3	0.675058547	0.950700119
N-alpha-acetyltransferase 35, NatC auxiliary subunit	Naa35	Q6PHQ8;F7A8R0;E9Q6K7;F6UFC8;F6WYJ5;E9Q2U4	0.387430305	0.950700119
E3 ubiquitin-protein ligase UBR2	Ubr2	Q6WKZ8;Q6WKZ8-2;Q6WKZ8-3	0.566125281	0.950700119
Serine/threonine-protein kinase 38-like	Stk38l	Q7TSE6-2;Q7TSE6	0.66626313	0.950700119
Protein LAP2	Erbb2ip	Q80TH2-2;Q80TH2;Q80TH2-1;B7ZNX6;B2RUJ2	0.356580423	0.950700119
Casein kinase I isoform gamma-2;Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-3	Csnk1g2;Csnk1g1;Csnk1g3	Q99K78;Q8BVP5;Q8BTH8;Q8C4X2;Q99JQ5	0.527852267	0.950700119
Rho guanine nucleotide exchange factor 10	Arhgef10	Q8C033;Q8C033-2;F7BCP8;F7BQE4	0.465774607	0.950700119
Mediator of RNA polymerase II transcription subunit 19	Med19	Q8C1S0	0.545596379	0.950700119
Tetratricopeptide repeat protein 19, mitochondrial	Ttc19	Q8CC21;F7BCD5	0.54664066	0.950700119
Phosphatidylinositide phosphatase SAC2	Inpp5f	Q8CDA1;Q8CDA1-2;Q8CDA1-3;Q8CDA1-4;F7C8P0	0.551961557	0.950700119
Protein LSM14 homolog B	Lsm14b	Q8CGC4;Q8BM41;Q4KL69	0.606564047	0.950700119
GDP-mannose 4,6 dehydratase	Gmds	Q8K0C9	0.47471365	0.950700119
Integrin-linked kinase-associated serine/threonine phosphatase 2C	Ilkap	Q8R0F6;Q8R0F6-2	0.543629467	0.950700119
Probable G-protein coupled receptor 97	Gpr97	Q8R0T6	0.626538205	0.950700119
Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain	F11	Q91Y47	0.664783879	0.950700119
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	Ndufa3	Q9CQ91	0.521675239	0.950700119
Growth arrest and DNA damage-inducible proteins-interacting protein 1	Gadd45gip1	Q9CR59	0.496292023	0.950700119
	Igtp	Q9DCE9;E9Q9N8;E9PW35	0.59709485	0.950700119
Tubulin alpha-8 chain	Tuba8	Q9JJZ2	0.597775511	0.950700119
Single Ig IL-1-related receptor	Sigirr	Q9JLZ8;Q9JLZ8-2	0.556475956	0.950700119
GRB2-associated-binding protein 1	Gab1	Q9QYY0	0.573028352	0.950700119
Vascular non-inflammatory molecule 3	Vnn3	Q9QZ25	0.552401043	0.950700119
Glycogen [starch] synthase, liver	Gys2	Q8VCB3	0.806577843	0.950743811
55 kDa erythrocyte membrane protein	Mpp1	P70290;A2AN84;B7ZCL8;B7ZCL9;B7ZCM0;E9Q7B7;B7ZCM1;D6RFD5	0.806925062	0.950750401
Vacuolar protein sorting-associated protein 29	Vps29	Q9QZ88;D3Z645;Q9QZ88-2;D3YYD5;D3YW98	0.809439327	0.950969351
THO complex subunit 4;RNA and export factor-binding protein 2	Alyref;Alyref2;Refbp2	O08583;O08583-2;G3X9I4;Q9JJW6;Q9JJW6-2	0.80923417	0.950969351
Clathrin light chain B	Cltb	Q6IRU5;Q6IRU5-2;Q6IRU5-3;F7BHJ0	0.808816097	0.950969351
Coiled-coil domain-containing protein 90B, mitochondrial	Ccdc90b	Q8C3X2;Q8C3X2-2	0.809502836	0.950969351
Glycerate kinase	Glyctk	Q8QZY2;Q8QZY2-2;E0CZG7;E0CXF4	0.807514307	0.950969351
Mitochondrial import receptor subunit TOM34	Tomm34	Q9CYG7;Q9CYG7-2	0.808365588	0.950969351
Protein SON	Son	Q9QX47;Q9QX47-3;Q9QX47-4;Q9QX47-2;F7CU80	0.80933601	0.950969351
E3 ubiquitin-protein ligase HUWE1	Huwe1	A2AFQ0;Q7TMY8;Q7TMY8-3;Q7TMY8-4;Q7TMY8-2;E9PZ23;F6UYC1	0.811053705	0.951185192
U2 small nuclear ribonucleoprotein A	Snrpa1	P57784;G5E883	0.81048124	0.951185192
Glycerol kinase	Gk	Q64516-1;Q64516;Q64516-2	0.81091143	0.951185192
Mitochondrial import inner membrane translocase subunit TIM14	Dnajc19	Q9CQV7;G3X8S1;Q9CQV7-2;Q9CQV7-3;D3Z5K6	0.810598149	0.951185192
Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	Ambp	Q07456	0.772030826	0.951572879
Ubiquitin-associated protein 1	Ubap1	Q8BH48;Q8BH48-2;F6WHE1	0.797931024	0.951914072
Phosphoglycerate kinase 1	Pgk1	P09411	0.813502238	0.952050769
60S ribosomal protein L31	Rpl31;Rpl31-ps4;Gm16382	P62900;E9Q4I3;D3YVU2;D3YY62	0.812925608	0.952050769
E3 ubiquitin-protein ligase RBBP6	Rbbp6	P97868;P97868-2	0.812166846	0.952050769
3-oxo-5-beta-steroid 4-dehydrogenase	Akr1d1	Q8VCX1;D3Z2M6	0.813421238	0.952050769
Synaptosomal-associated protein 29	Snap29	Q9ERB0	0.812852273	0.952050769
E3 ubiquitin-protein ligase RNF181	Rnf181	Q9CY62;D3YUJ1;Q9CY62-2;F6SLH0;Q9CY62-3	0.80057513	0.952343911
Transmembrane protein 2	Tmem2	Q5FWI3	0.775695032	0.952397761
	Eif2b3	B1AUN2;Q3UKV0;B1AUN3;A4FUS0;Q3T9T4	0.816314502	0.952603145
	Sirt3	D3YTK6;D3YWD6	0.81762941	0.952603145
Ubiquitin-fold modifier 1	Ufm1	F6XUP5;P61961;D3YW97	0.816876188	0.952603145
Mitochondrial fission 1 protein	Fis1	Q9CQ92;G3X9U9;D3YZ32	0.815481261	0.952603145
Guanidinoacetate N-methyltransferase	Gamt	O35969-2;O35969	0.816578491	0.952603145
Catenin alpha-1	Ctnna1	P26231	0.815330766	0.952603145
Glutamate dehydrogenase 1, mitochondrial	Glud1	P26443	0.817739459	0.952603145
40S ribosomal protein S3	Rps3	P62908;D3YV43	0.815105786	0.952603145
Protein phosphatase 1 regulatory subunit 21	Ppp1r21	Q3TDD9;Q3TDD9-3;Q3TDD9-2	0.815997985	0.952603145
3-hydroxyacyl-CoA dehydrogenase type-2	Hsd17b10	Q99N15;A2AFQ2;O08756	0.817719982	0.952603145
Calcium-regulated heat stable protein 1	Carhsp1	Q9CR86	0.817369978	0.952603145
Ancient ubiquitous protein 1	Aup1	Q3U3K9;P70295	0.804085843	0.952706751
Interferon alpha-inducible protein 27-like protein 2B	Ifi27l2b	Q8VC49	0.805983497	0.952706751
THO complex subunit 3	Thoc3	Q8VE80	0.805046286	0.952706751
Mast/stem cell growth factor receptor Kit	Kit	F7DD14;P05532;P05532-2;Q3UEW6;E9Q094;Q00342	0.806508004	0.952706751
Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated protein B	Snrpn;Snrpb	P63163;P27048	0.818966397	0.952897882
40S ribosomal protein S4, X isoform	Rps4x	P62702;Q545F8	0.819196329	0.952897882
Eukaryotic translation initiation factor 3 subunit K	Eif3k	Q9DBZ5;Q3TY56;Q9DBZ5-2	0.819362067	0.952897882
ATP synthase subunit d, mitochondrial	Atp5h;Gm10250	Q9DCX2;G3X9L6;B1ASE2;D3Z1B2	0.818694872	0.952897882
C-type lectin domain family 4 member G	Clec4g	Q8BNX1;F6T066	0.807582839	0.95301839
40S ribosomal protein S2	Gm8841;Rps2;Gm6139;Rps2-ps6;Rps2-ps5;Gm6576	E9PV46;P25444;D3YWJ3;D3YWA0;D3YVC1;D3Z659;E9Q1N8;F6YTZ4;D3Z536	0.820374684	0.953257237
Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40	Rps27a;Ubc;Ubb;2810422J05Rik;Uba52	P62983;P0CG50;Q8VC46;Q922Z8;P0CG49;Q5SX22;E9QNP0;E9Q5F6;E9Q4P0;E9Q0Z8;P62984;E9Q9J0;F6X7C4;D3YYZ2	0.820698649	0.953257237
Leukocyte elastase inhibitor A	Serpinb1a	Q9D154	0.820623286	0.953257237
Dual specificity protein phosphatase 3	Dusp3	B1AQF4;Q9D7X3	0.821658167	0.95384753
Translation initiation factor IF-2, mitochondrial	Mtif2	Q91YJ5;Q5M6W7;E9Q054;F6RR02;Q5M6W8	0.821892338	0.95384753
E3 ubiquitin-protein ligase ZNRF2	Znrf2	Q71FD5	0.813347133	0.954356717
Glycerol-3-phosphate dehydrogenase, mitochondrial	Gpd2	A2AQR0;Q64521	0.829752454	0.954666491
Tetratricopeptide repeat protein 38	Ttc38	A3KMP2;A3KMP2-2;D6RH59	0.83391816	0.954666491
5-formyltetrahydrofolate cyclo-ligase	Mthfs	Q9D110;D3YTV6;D3Z0T4;F6Q785;B2KF83;D3YX55	0.824382781	0.954666491
	Nbas	E9Q411	0.833589794	0.954666491
	Utrn	E9Q6R7;Q61636;E9Q916;Q3TR59	0.825195151	0.954666491
Protein SCAF8	Scaf8	F6WUK6;Q6DID3;Q3TBS5	0.825950079	0.954666491
Integrin alpha-1	Itga1	F8VQN5;Q3V3R4;Q3URV2	0.82777482	0.954666491
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	Ndufa11	G5E814;Q9D8B4	0.830407167	0.954666491
Flotillin-1	Flot1	O08917;G3UYU4;G3UWW8;G3UZZ5;G3XA73	0.826777876	0.954666491
Calumenin	Calu	O35887;G3UWR0;G3V004;G3UWV3;G3UY49;G3UXA8;G3UXA3	0.829301625	0.954666491
Tyrosine-protein kinase CSK	Csk	P41241;E9QJV6;P41242-2;P41242;D3Z4T5;P41242-3;D6RGA0;D3YVQ8	0.831001356	0.954666491
Ras-related protein Rab-4A	Rab4a	Q3TSQ6;P56371	0.83113139	0.954666491
Myotrophin	Mtpn	P62774	0.833210624	0.954666491
GTP-binding nuclear protein Ran	Ran	P62827;Q61820	0.831899408	0.954666491
ELAV-like protein 1	Elavl1	P70372	0.827468183	0.954666491
Platelet glycoprotein 4	Cd36	Q08857	0.823242915	0.954666491
Heterochromatin protein 1-binding protein 3	Hp1bp3	Q3TEA8;Q3TEA8-2;Q3TEA8-3;A2AM65;A2AM63;A2AM62;A2AM70;A2AM69	0.830728906	0.954666491
Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	Echdc2	Q3TLP5;Q3TLP5-2;E9QKF1;F6YTG0;Q3TLP5-3;F6Z5N5;E0CXC8	0.823916261	0.954666491
Peroxisome biogenesis factor 1	Pex1	Q5BL07;Q5BL07-2;F6RUH9;F7CF88	0.830151444	0.954666491
Proteasome subunit beta type-6	Psmb6	Q60692	0.830670544	0.954666491
Osteoclast-stimulating factor 1	Ostf1	Q62422	0.825457012	0.954666491
Kynurenine--oxoglutarate transaminase 1	Ccbl1	Q8BTY1;A2AQY9;A2AQY8	0.82744533	0.954666491
Eukaryotic peptide chain release factor subunit 1	Etf1	Q8BWY3	0.826040313	0.954666491
Aflatoxin B1 aldehyde reductase member 2	Akr7a2	Q8CG76	0.82975301	0.954666491
SPRY domain-containing protein 4	Spryd4	Q91WK1	0.831407164	0.954666491
GMP reductase 2	Gmpr2	Q99L27	0.832307523	0.954666491
Translation initiation factor eIF-2B subunit beta	Eif2b2	Q99LD9;D3Z487;D3Z7J6	0.825408897	0.954666491
Actin-related protein 2/3 complex subunit 2	Arpc2	Q9CVB6;D3YXG6	0.832696931	0.954666491
Protein FAM54B	Fam54b	Q9CWE0;D3YW54;D3Z0X8;D6RCX5;Q9CWE0-2	0.824766032	0.954666491
Mitochondrial-processing peptidase subunit alpha	Pmpca	Q9DC61;A2AIW9	0.833037519	0.954666491
Nuclear pore membrane glycoprotein 210	Nup210	Q9QY81;Q8BPS7	0.829034101	0.954666491
Cullin-1	Cul1	Q9WTX6;Q3TPM3;D3Z2H3	0.823933556	0.954666491
Tartrate-resistant acid phosphatase type 5	Acp5	Q05117	0.834552164	0.954999454
Mitochondrial import inner membrane translocase subunit Tim17-A	Timm17a	Q9Z0V8;D3Z1Z0	0.790587621	0.955128199
Craniofacial development protein 1	Cfdp1	O88271	0.804950809	0.955128199
40S ribosomal protein S29	Rps29;Gm10126	P62274;D3YYL7	0.785660448	0.955128199
Mitofusin-2	Mfn2	Q80U63;Q80U63-2;A8Y5E5;A2A7Y8	0.802408068	0.955128199
Probable asparagine--tRNA ligase, mitochondrial	Nars2	Q8BGV0;D3YV21	0.803334975	0.955128199
Oxysterol-binding protein-related protein 2	Osbpl2	Q8BX94	0.792031595	0.955128199
Dynactin subunit 4	Dctn4	Q8CBY8;Q8CBY8-2;Q3TRR2	0.804786062	0.955128199
Adrenodoxin-like protein, mitochondrial	Fdx1l	Q9CPW2;Q9CPW2-2	0.800428953	0.955128199
NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Ndufv2	Q9D6J6;Q9D6J6-2	0.786117825	0.955128199
Cysteine protease ATG4B	Atg4b	E9PVR8;Q8BGE6	0.817412156	0.95533241
Myotubularin-related protein 10	Mtmr10	Q7TPM9	0.818442903	0.95533241
Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10	Casp1	P29452	0.819957205	0.95533241
Nucleolar GTP-binding protein 2	Gnl2	Q99LH1	0.821210297	0.955578801
Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Cox4i1	P19783;D6RG40	0.835969315	0.955835088
28S ribosomal protein S28, mitochondrial	Mrps28	Q9CY16	0.835684734	0.955835088
GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase	H6pd	A2A7A7;Q8CFX1;A2A7A8	0.837011696	0.956241195
Beta-centractin	Actr1b	Q8R5C5;E0CYB4;E0CZD4	0.836737729	0.956241195
Fatty acid-binding protein, intestinal	Fabp2	P55050	0.837573722	0.956490631
	Upf2	A2AT37	0.85714852	0.95657608
Terminal uridylyltransferase 7	Zcchc6	Q5BLK4;E9PUA2	0.877513648	0.95657608
Alsin	Als2	G5E868;Q920R0;Q920R0-2	0.87498703	0.95657608
Golgi resident protein GCP60	Acbd3	Q8BMP6	0.874458472	0.95657608
Retinol dehydrogenase 13	Rdh13	Q8CEE7;D3YVJ8	0.877742473	0.95657608
39S ribosomal protein L44, mitochondrial	Mrpl44	Q9CY73;Q9CY73-2	0.878394381	0.95657608
Loss of heterozygosity 12 chromosomal region 1 protein homolog	Loh12cr1	E9Q2W8;Q9D920	0.826148298	0.957196828
Vascular endothelial growth factor receptor 2	Kdr	P35918;E9QJW8;Q8VCD0;P35918-2	0.827007868	0.957275297
Angiopoietin-related protein 3	Angptl3	Q9R182	0.827454585	0.957275297
Hippocalcin-like protein 1	Hpcal1	P62748	0.88367381	0.957313294
Receptor expression-enhancing protein 5	Reep5	G3X8R0;Q60870	0.70303299	0.957321518
Charged multivesicular body protein 5	Chmp5	Q9D7S9	0.889635834	0.957417612
Cytosolic 10-formyltetrahydrofolate dehydrogenase	Aldh1l1	Q8R0Y6	0.839598921	0.957624507
Opioid growth factor receptor	Ogfr	Q99PG2;Q99PG2-2;Q3UF10;F8WHQ2	0.838980282	0.957624507
Syntaxin-17	Stx17	Q9D0I4;Q9D614;B1AVI2	0.83936461	0.957624507
Lysophospholipid acyltransferase 5	Lpcat3	Q91V01;D6RGA3	0.832640642	0.957732249
Transforming growth factor-beta receptor-associated protein 1	Tgfbrap1	Q3UR70	0.832582131	0.957732249
Conserved oligomeric Golgi complex subunit 8	Cog8	Q9JJA2	0.828950096	0.957732249
Pre-mRNA-splicing factor SLU7	Slu7	Q8BHJ9	0.83454058	0.957980675
Ras-related protein Rab-6A	Rab6a	P35279;P35279-2;D3YV69;Q8BHD0	0.840355856	0.958095185
NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	Ndufs5	Q99LY9;B1ARW4	0.841831403	0.958207278
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	Dlat	Q8BMF4	0.841587742	0.958207278
Mannose-1-phosphate guanyltransferase beta	Gmppb	Q8BTZ7	0.840895861	0.958207278
Ribosome biogenesis protein WDR12	Wdr12	Q9JJA4;D3Z369	0.84124202	0.958207278
60S ribosomal protein L18a	Rpl18a	P62717	0.843364447	0.958582903
Protein FAM107B	Fam107b	Q3TGF2	0.842980308	0.958582903
LYR motif-containing protein 4	Lyrm4	Q8K215	0.843643643	0.958582903
MOB kinase activator 1A;MOB kinase activator 1B	Mob1a;Mob1b	Q921Y0;Q3UDM0;Q8BPB0;Q921Y0-2	0.843883619	0.958582903
5-3 exoribonuclease 2	Xrn2	Q9DBR1;Q9DBR1-2	0.84370609	0.958582903
ATP synthase subunit g, mitochondrial	Atp5l	Q9CPQ8;F2Z452	0.844781467	0.95921127
SH3 domain-binding protein 2	Sh3bp2	E9QJU7;Q3UD40;Q06649;Q5U3L0	0.912957412	0.959378975
Inhibitor of Bruton tyrosine kinase	Ibtk	Q6ZPR6;Q6ZPR6-2	0.899255608	0.959378975
Protein phosphatase Slingshot homolog 3	Ssh3	Q8K330-2;Q8K330	0.889958485	0.959378975
Pre-mRNA-processing factor 6	Prpf6	Q91YR7;Q91YR7-2	0.906583263	0.959378975
Interleukin-1 receptor antagonist protein	Il1rn	P25085;Q3TBV5;A2AIU1;P25085-2	0.871890059	0.959679263
Tetratricopeptide repeat protein 4	Ttc4	Q8R3H9;A2AVQ9;A2AVR1	0.915061509	0.959679263
Metastasis-associated protein MTA1	Mta1	Q8K4B0;E9PX23;F8WHY8	0.890980385	0.959679263
BRCA1-associated ATM activator 1	Baat1;Brat1	E9QLK3;Q8C3R1;Q8C3R1-2;F6RL49;D6RE40	0.943631446	0.959679263
Sulfatase-modifying factor 2	Sumf2	Q8BPG6;F8WIM0;F6R8U9	0.949672739	0.959679263
Pancreatic alpha-amylase	Amy2;Amy2a2;Amy2a1	P00688;E9PZ01;E9PV85	0.946965184	0.959679263
BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	Bid	P70444;D3Z463	0.90759139	0.959679263
DNA-directed RNA polymerases I and III subunit RPAC2	Polr1d	P97304	0.847799889	0.959679263
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	Stt3b	Q3TDQ1	0.878584151	0.959679263
Protein FAM105B	Fam105b	Q3UCV8	0.917173831	0.959679263
Nuclear speckle splicing regulatory protein 1	Nsrp1	Q5NCR9	0.864501031	0.959679263
Protein FADD	Fadd	Q61160	0.850945999	0.959679263
1-acyl-sn-glycerol-3-phosphate acyltransferase beta	Agpat2	Q8K3K7	0.949985533	0.959679263
Importin-4	Ipo4	Q8VI75;Q5U4C5	0.867048945	0.959679263
Protein FAM49B	Fam49b	Q921M7	0.932782533	0.959679263
ADP-ribosylation factor-like protein 2	Arl2	Q9D0J4	0.937457305	0.959679263
7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	Cyp8b1	O88962	0.84612302	0.959872574
Glycerol-3-phosphate dehydrogenase 1-like protein	Gpd1l	Q3ULJ0;Q3ULJ0-2;D3Z0L6	0.846306963	0.959872574
Solute carrier family 25 member 42	Slc25a42	Q8R0Y8	0.846398597	0.959872574
Coiled-coil domain-containing protein 47	Ccdc47	Q9D024;Q9D024-2;F7C265;Q9D024-3;B1AR93	0.847506659	0.960737691
Cytoplasmic dynein 1 heavy chain 1	Dync1h1	Q9JHU4;F6ZX84	0.848416049	0.961376981
Ras-related protein Rap-2a	Rap2a	Q80ZJ1;F6W8Q2	0.843800503	0.96147396
Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase	Aass	Q99K67;F6VMP2	0.849394649	0.961702729
Interferon-inducible GTPase 1	Iigp1	Q9QZ85	0.849086494	0.961702729
Haloacid dehalogenase-like hydrolase domain-containing protein 2	Hdhd2	Q3UGR5;Q3UGR5-2;D3YZI3	0.849930983	0.961918636
ZZ-type zinc finger-containing protein 3	Zzz3	Q6KAQ7;D3YTT9;G8JL75;Q6KAQ7-3;Q6KAQ7-2	0.845055687	0.96233129
