Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Syntaxin-5	Stx5	Q8K1E0;Q8K1E0-2	1449679_s_at	0.165353499	NA	NA	NA	0.04021501	NA	0.201891405	0.401634795	NA	NA	0.290250598	NA	NA	NA	NA	0.120011995
Secernin-2	Scrn2	Q8VCA8;A2A709	1451822_a_at	0.240673695	0.160862741	0.362287751	0.152243563	0.852250465	0.205929382	0.098459206	0.29952477	0.452787102	0.250577291	0.356069946	0.376357845	0.152708583	0.222818079	0.312294275	0.260359246
Inhibitor of carbonic anhydrase	Ica;1300017J02Rik	Q9DBD0;D3YY36;F6W4D3;D3Z4X8	1424722_at	0.024795385	-0.051024003	-0.013783815	0.035741855	0.102573682	0.308894687	-0.04082231	0.115409893	0.056956369	-0.029134804	-0.067087965	-0.029134804	-0.091665988	0.001255691	-0.165558254	-0.117828004
26S proteasome non-ATPase regulatory subunit 13	Psmd13	Q9WVJ2;E9Q5I9;E9Q0U1;F6ZQQ3;F6PXS6;E9PY93	1437220_x_at	0.026631184	0.108829709	0.013596347	0.012242571	-0.032383005	0.098412869	-0.026020971	-0.014355293	-0.006477564	-0.017779413	-0.017494379	0.00710108	-0.055056793	-0.027295624	0.019038806	-0.013355059
V-type proton ATPase subunit D	Atp6v1d	P57746;F6XGK5;E9Q0D9	1416952_at	-0.119555385	0.504468557	-0.217975141	0.200116944	0.181820236	0.298796965	0.303400738	NA	0.024179081	NA	0.161604852	NA	-0.046421211	NA	0.131566084	-0.10648233
Ras-related protein Rab-32	Rab32	Q9CZE3;Q8QZZ8	1416527_at	NA	NA	0.370582759	0.242874317	NA	0.345766121	NA	0.578068489	0.12834557	0.062188597	NA	NA	NA	0.230786831	NA	NA
Death-associated protein kinase 2	Dapk2	Q8VDF3;Q8VDF3-2;O54784	1451453_at	-0.126840735	NA	-0.489131853	NA	0.551775636	NA	-0.333767192	NA	NA	0.025764396	-0.452595435	NA	NA	NA	NA	NA
UHRF1-binding protein 1-like	Uhrf1bp1l	A2RSJ4;Q8C318	1451275_at	-0.017921908	0.014237285	-0.092072095	0.055126565	-0.026587622	-0.027012465	-0.0223323	0.020940477	0.118789598	-0.060877473	-0.036468167	-0.118093889	0.012111628	0.257769531	-0.016924144	-0.353323291
Importin subunit alpha-7;Importin subunit alpha	Kpna6	O35345;Q4FJZ2;G3UXF0;A2ADZ6	1426796_at	NA	NA	0.337047136	NA	NA	NA	-0.053667449	NA	NA	NA	0.013902214	NA	0.086675885	NA	0.300324003	-0.228726355
SH3 and multiple ankyrin repeat domains protein 3	Shank3	Q4ACU6;Q9JJZ3	1419137_at	NA	NA	NA	-0.566961242	NA	-0.174278571	NA	NA	NA	-0.668300699	NA	-0.044464067	NA	NA	NA	NA
Selenocysteine lyase	Scly	Q9JLI6;Q9JLI6-2;F6ZFP8;D3Z7G6;F7D651;F7BB44;D3Z3I6	1441192_at	-0.38835488	-0.366699889	-0.450802153	-0.363899952	-0.374622206	-0.39088776	-0.482125464	-0.412727339	-0.336740407	-0.451962766	-0.531368983	-0.364012054	-0.339935493	-0.3934162	-0.398131432	-0.314522522
Probable phospholipid-transporting ATPase IIA	Atp9a	A2AQC3;O70228;Q8C288;Q8C4G3	1415932_x_at	NA	NA	-0.455859809	NA	NA	NA	NA	NA	-0.509543838	NA	0.054527134	NA	-0.597316631	NA	NA	NA
Serine/Arginine-related protein 53	Rsrc1	Q9DBU6;Q3TGY1;E9Q6P8;Q8BR75	1448584_at	-0.4760187	-0.01720929	NA	0.206611802	-0.13920752	0.105535316	0.239242535	NA	NA	0.322649623	-0.007339046	0.02047214	0.265049815	0.317516593	-0.021763974	0.126486
Peptidyl-prolyl cis-trans isomerase G	Ppig	A2AR02	1435341_at	0.204382648	NA	0.02356304	0.291503727	NA	0.066684199	0.127888335	NA	NA	NA	0.474993563	NA	0.212400373	NA	NA	-0.1696685
Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1	Rps6ka1	F6Q8A4;F6RQA2;Q505N6;P18653;E9PWV3;G3UZI3;E9QK39;A2CEE7;E9PUP0;Q7TPS0;A2CEE5;Q7TPS0-3;A2CEE6;E9Q0V5;Q9WUT3;E9QLX6;Q7TPS0-2;B1AXP0;B1AXN5;Q3V226;B1AXN8	1416896_at	-0.27369491	-0.421048212	-0.374622206	NA	-0.683112522	NA	NA	NA	-0.677801374	-0.680954414	NA	-0.014926544	NA	0.660474907	NA	NA
MAP kinase-activated protein kinase 2	Mapkapk2	P49138	1426648_at	0.138727448	-0.519139283	-0.061983516	NA	-0.152897287	NA	NA	NA	-0.027720258	NA	-0.167100969	NA	NA	NA	0.167960667	-0.009777122
Transmembrane protein 214	Tmem214	Q8BM55;D3Z6S1;Q8BM55-2;Q8BM55-3	1456963_at	0.151987064	NA	0.587923061	0.099741788	-0.035342381	NA	0.173482019	0.207944285	0.210562864	NA	0.262901684	NA	NA	NA	NA	NA
Golgi reassembly-stacking protein 2	Gorasp2	Q99JX3;A2ATI9;Q99JX3-2;A2ATI6;A2ATI8	1424710_a_at	-0.007769594	0.014310137	-0.029700234	-0.078883047	-0.04194383	0.019799173	-0.022048165	-0.163885117	-0.074094354	-0.091395186	-0.023894043	-0.112633417	-0.055889758	-0.043484498	0.043958221	-0.018918982
14-3-3 protein theta	Ywhaq	F6VW30;F6YY69;P68254;P68254-2	1460590_s_at	0.038910142	0.099989163	0.155807201	0.024399159	0.078426566	0.109934704	0.014732751	-0.011495639	0.175142554	0.029853145	0.006912617	0.087856029	-0.045442971	0.082438398	0.160475705	0.125085027
26S proteasome non-ATPase regulatory subunit 5	Psmd5	Q8BJY1;F7BA91	1423234_at	-0.23572706	0.09873726	0.100051014	-0.114367025	-0.210887549	0.087074268	0.074380288	-0.0824301	0.154377478	0.065672222	0.146866636	0.141509674	-0.041523362	0.129213138	-0.171847314	0.167831007
39S ribosomal protein L49, mitochondrial	Mrpl49	Q9CQ40;Q8BTB8	1423218_a_at	0.421998438	-0.171847314	-0.032100843	0.016366079	-0.068326861	0.161427356	-0.070389328	0.04006667	0.012519046	-0.201006466	0.225666242	0.112911503	0.273901213	0.03846557	0.218699045	-0.172487516
Vitamin K-dependent protein C;Vitamin K-dependent protein C light chain;Vitamin K-dependent protein C heavy chain;Activation peptide	Proc	P33587	1418845_at	0.772283565	NA	0.65240237	NA	NA	0.576475612	0.469369872	0.649842251	0.450557539	NA	NA	NA	0.710330761	NA	NA	NA
Protein odr-4 homolog	Odr4	Q4PJX1;Q4PJX1-3;Q4PJX1-2	1426089_a_at	0.225295157	NA	0.016541188	NA	NA	NA	NA	0.263646238	-0.736907885	NA	-0.333538229	NA	NA	NA	NA	-0.053111336
Phosphatidylinositol transfer protein alpha isoform	Pitpna	F6SJE0;P53810;F8WGG5	1423283_at	-0.0824301	-0.081339627	-0.09963185	-0.173767068	-0.168513676	-0.222186307	-0.082702589	-0.095046725	-0.139731422	-0.179256247	-0.186373777	-0.043204499	-0.216610069	-0.093830572	-0.16542962	-0.271186602
Signal recognition particle 19 kDa protein	Srp19	Q9D104;G5E8T3;Q9D7A6;E9Q8C2;D6RHP8	1450891_at	0.063363945	0.061044306	0.172506126	0.116347906	0.213604375	0.408090842	0.134397861	0.3693336	0.470069138	0.091433005	0.503302461	-0.021337583	0.008145324	0.129150025	-0.027720258	0.209394757
Ragulator complex protein LAMTOR3	Lamtor3	O88653	1416272_at	-0.040682059	-0.047398789	-0.164657575	-0.049630768	-0.040120917	-0.074231394	-0.028427705	-0.138683428	-0.040261223	-0.122738972	-0.15924166	0.000100992	-0.078063256	-0.108624815	-0.086104371	-0.102993993
Protein pelota homolog	Pelo	Q80X73	1434071_a_at	0.015286709	0.228891954	0.065098579	0.026131615	0.054377316	-0.025879273	0.238459405	0.03646669	-0.046002047	0.060051315	-0.076148597	0.203601596	-0.003602237	-0.211136827	0.049352427	0.059946038
DCC-interacting protein 13-alpha	Appl1	Q8K3H0	1455159_at	-0.351289098	0.000201991	0.048606169	-0.09369538	-0.364012054	-0.091259766	-0.107420059	-0.121413331	-0.360757558	-0.298775603	-0.338795203	-0.15704371	-0.098823768	-0.349365278	-0.357383094	-0.139469495
Ribonuclease inhibitor	Rnh1	Q91VI7	1451201_s_at	0.097131469	0.273046747	0.36496075	0.082881451	0.574154023	0.36981822	0.073317361	0.230245184	0.283579714	0.342177097	0.142050844	0.244052773	0.037473187	0.212400373	0.167814801	0.135760359
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	Ndufb7	Q9CR61	1416417_a_at	0.303098109	0.048024356	0.164528607	0.025558794	0.266801869	0.129165803	0.269251371	0.155341181	0.190733743	0.220849563	0.382626281	0.124188489	-0.229218742	0.183097247	0.185785937	-0.159112461
Tubulin beta-4A chain	Tubb4a	Q9D6F9	1423221_at	-0.195347598	-0.036327492	-0.232415171	-0.097071371	-0.193960937	-0.067776372	-0.189666447	-0.078609835	-0.147697444	-0.200378798	-0.14404637	-0.078746447	-0.066261442	-0.118758389	-0.241596155	-0.127369147
MAGUK p55 subfamily member 6	Mpp6	Q9JLB0-2;Q9JLB0;E9PWC5;REV__F6ZJS2;REV__Q8C6L5;E9Q2R8	1441546_at	-0.326767425	-0.337996464	-0.448689552	-0.466548817	-0.261951979	-0.384049807	-0.252052275	-0.592923408	-0.284514133	-0.400319323	-0.350723534	-0.330099418	-0.481608943	-0.498046578	-0.466757616	-0.479851387
Acyl-protein thioesterase 2	Lypla2	Q9WTL7	1417433_at	0.294968728	0.027983825	0.060412323	0.134081185	0.604761674	0.089819965	0.052730335	0.208694347	0.29516344	0.007565095	0.293341263	-0.252657864	0.106824206	0.15529298	0.270817059	0.095357913
39S ribosomal protein L17, mitochondrial	Mrpl17	Q9D8P4;Q9D8P4-2	1458027_at	NA	-0.126972856	0.192941891	NA	NA	-0.389126227	NA	-0.430606431	NA	NA	NA	NA	0.120560843	NA	0.102558192	0.083508069
Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2	Sumo3;Sumo2	G3UZA7;Q9Z172;Q9Z172-2;G3UWX9;P61957;G3UWI9;G3UZ60;D3Z794;G3UZX6	1422457_s_at	-0.117562069	-0.072860402	-0.288181352	-0.195095577	-0.131984509	-0.162467868	-0.180020521	-0.15263774	-0.189666447	-0.108624815	-0.276913483	-0.05004888	-0.206893236	-0.192951618	-0.096261853	-0.171334947
Cadherin-5	Cdh5	P55284	1422047_at	-0.184216808	NA	-0.734482022	NA	-0.544089667	NA	NA	-0.476329838	NA	-0.256165277	NA	-0.232537969	NA	-0.007339046	NA	NA
Protein polybromo-1	Pbrm1	F8VQD1;E9Q4Y5;D3Z1N4;Q8BSQ9;Q8BSQ9-2;E9Q7L2;D3Z1W6;E9Q7L3;D3YYF2;F6THL5;D3Z3R4;D6RI94;D6RIL0;Q9D7L7	1426877_a_at	NA	NA	0.103053953	NA	NA	NA	NA	-0.20614307	-0.140255134	0.047129717	-2.458434503	NA	NA	-0.08827731	NA	NA
	Akr1c6	D3Z3P8	1417085_at	NA	NA	NA	NA	NA	NA	NA	0.790658935	0.145046865	NA	0.785775702	NA	0.197897795	NA	0.18478529	0.072862061
Formin-binding protein 1-like	Fnbp1l	E9PUI5;F6Q0N9;Q8K012;E9PUK3;Q8K012-2	1434339_at	0.101768425	NA	NA	-1.401685072	0.749208165	NA	0.625644881	NA	NA	NA	0.317210989	NA	NA	NA	0.102093571	NA
Polypyrimidine tract-binding protein 2	Ptbp2	Q91Z31-2;Q91Z31	1423470_at	0.136251808	NA	0.122051628	NA	0.299649066	NA	0.042724265	NA	NA	NA	NA	NA	NA	NA	NA	NA
RalBP1-associated Eps domain-containing protein 2	Reps2	B9EI38;A2AFI8;B1AV20;Q80XA6;Q3UHF8	1435389_at	0.154345366	-0.229957009	0.100484042	0.280439777	NA	-0.111565545	NA	0.092724737	0.133748751	0.253257284	-0.03562391	0.074714512	-0.028993412	0.077421543	0.233837394	0.194129757
DmX-like protein 2	Dmxl2	B0V2P5;Q8BPN8;Q8BPN8-2;B0V2P6;Q8BPN8-3;F6RYL8	1428749_at	NA	0.11990225	0.844924355	0.743568991	NA	0.505615113	-0.234256048	0.577788532	0.59970254	0.531093514	0.103379389	0.232616395	0.697335855	0.493885571	0.524977393	0.366243319
	Mtx1	G3XA66	1418521_a_at	0.059630253	-0.871212824	0.275943516	-1.781695429	0.263213311	-1.494005914	-0.085560625	0.025955338	0.025265127	-2.102658131	0.29228086	NA	-0.222680931	NA	0.082774495	-0.376957114
Low-density lipoprotein receptor	Ldlr	P35951;Q6GTJ9;E9Q3S1	1421821_at	0.330646624	0.298442072	0.199835221	0.529135198	0.2867089	0.098289311	0.376432756	0.241082859	0.236945425	NA	0.370676023	-0.189286907	0.444439038	NA	0.467353889	0.363660757
Cell division cycle 5-like protein	Cdc5l;Gm9049	Q6A068;E9Q5F8	1460429_at	0.264391177	-0.031677496	0.398094344	0.000663792	0.343402953	-0.033370138	0.056461193	-0.132642643	0.273517513	0.178991918	0.117896962	NA	0.386656947	NA	0.222616056	0.290691717
Mitochondrial Rho GTPase 1	Rhot1	Q8BG51-4;Q8BG51-3;Q8BG51-2;Q8BG51;F7ASU3	1423533_a_at	0.225919309	0.071678952	0.564435409	-0.057415612	0.399064248	0.542206114	0.043675656	0.258166319	0.219102023	0.063921817	0.532490959	0.20974509	0.038095198	-0.124328135	NA	NA
Cytoskeleton-associated protein 4	Ckap4	Q8BMK4	1452181_at	-0.145090477	-0.223916751	-0.15367565	-0.258820397	-0.236829335	-0.272739878	-0.205517633	-0.607010666	-0.462471189	-0.201633861	-0.282261867	-1.168192728	NA	NA	-0.626485863	-0.495695163
Diphosphomevalonate decarboxylase	Mvd	Q99JF5	1417303_at	-0.700972307	-0.651958653	-0.85806059	-1.281549893	-0.672470602	-0.871212824	NA	-1.080180097	-1.242145161	-1.468583317	NA	-1.508580774	-1.157561176	-1.366028399	-1.613578799	-0.760348707
Alanine--glyoxylate aminotransferase 2-like 1	Agxt2l1	Q8BWU8;E9PYH3;F7AY26	1431406_at	0.060261892	-0.113033665	0.088300749	0.075200795	0.089743199	-0.048236186	0.046310118	0.131913824	-0.21549223	0.089896736	0.098505545	0.035638337	0.132435592	-0.164013889	-0.219958398	0.254289378
Phosphoacetylglucosamine mutase	Pgm3	Q9CYR6;Q8BWW3	1428228_at	0.112287581	0.037710112	0.037917453	-0.096936483	0.01391678	0.218866939	0.071891234	0.06526461	-0.141171172	-0.09044698	0.277761327	-0.026587622	-0.042364175	0.165288784	-0.033792989	-0.113567157
39S ribosomal protein L37, mitochondrial	Mrpl37	Q921S7	1423764_s_at	0.162977148	0.015665855	0.093956034	-0.019203734	0.243335338	-0.081612323	0.148528782	-0.054223347	0.168674006	0.046563399	-0.005328121	0.046995569	0.086629925	0.029794232	0.027763199	0.228182016
Rab GDP dissociation inhibitor alpha	Gdi1	P50396;B7FAU8	1451070_at	-0.039699918	0.095866623	-0.038436182	0.075094407	0.00736207	-0.084608575	0.028101506	-0.014212445	-0.048933645	-0.016638942	-0.116763971	-0.002162421	0.016161812	0.088929726	-0.034215715	-0.009203827
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Gnb1	P62874	1417432_a_at	0.049322569	-0.051859299	0.264547143	-0.277865757	0.549387855	0.222346737	0.080255676	0.292687256	-0.064331046	0.19060202	-0.089904868	0.127415485	-0.284395681	0.155839346	0.078563669	-0.023894043
Proteasome subunit beta type-2	Psmb2	Q9R1P3	1448262_at	-0.064469017	-0.012497163	-0.068326861	-0.07121349	0.041580454	-0.145090477	-0.046979908	-0.052972275	-0.020057652	-0.068051643	-0.174917695	-0.099093179	-0.129348967	-0.006477564	-0.123798608	-0.047259175
Adenosine deaminase	Ada	P03958	1417976_at	0.238527486	0.12965501	0.233226765	0.149648614	0.165159364	0.142369274	-0.046281503	-0.109159939	0.317300866	0.122805453	0.063424245	0.241952718	0.211598263	0.398094344	0.26543127	0.168949709
ADP/ATP translocase 2	Slc25a5	P51881;Q3V132	1434801_x_at	0.09589746	-0.055612157	0.295942547	-0.085288675	0.342323413	0.090296009	0.07298346	0.182425856	0.160959517	0.253601233	0.302528627	0.174572547	-0.214870834	0.120294234	0.180364513	-0.070389328
KH domain-containing, RNA-binding, signal transduction-associated protein 1	Khdrbs1	Q60749;Q9WU01;Q9WU01-2	1418628_at	-0.014783753	-0.072723231	-0.499680087	-0.03040671	-0.078746447	-0.099766486	-0.248534836	-0.678883193	-0.060877473	-0.379731849	-0.247319935	-0.762221232	-0.136453909	-0.055889758	-0.100439479	-0.292310588
Histone-lysine N-methyltransferase setd3	Setd3	Q91WC0;Q91WC0-2;F2Z420;Q91WC0-3;F2Z438;Q91WC0-4;D6RCY6	1451748_a_at	-0.008343459	-0.161565256	-0.074094354	-0.20739313	0.023123171	-0.04879418	0.03082556	0.048994175	-0.137503524	-0.071350804	-0.16066208	0.555417738	-0.046840254	-0.315913965	-0.070114503	-0.161049225
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	Ndufa7	Q9Z1P6	1422976_x_at	0.123481089	0.016701724	-0.010350188	0.008493573	0.103534384	0.040823363	0.140968707	0.063077554	0.035741855	0.131882208	0.181133082	0.105380106	0.058938774	0.051025446	0.085588556	0.134445368
Asialoglycoprotein receptor 2	Asgr2	P24721;B1AR35	1419747_at	-0.173383321	-0.036468167	-0.197110515	-0.137503524	0.006506779	-0.062259894	-0.10191896	-0.05088474	-0.055750964	0.042011133	0.001111303	-0.025028794	0.005796838	-0.139338514	0.103890936	0.082621714
Rho-associated protein kinase 1	Rock1	P70335;P70335-2	1423445_at	-0.42320165	-0.200629898	0.050950716	-0.113300436	0.015855466	-0.176578094	-0.230448976	-0.068602027	-0.050745464	0.010192493	0.115425522	-0.266396773	-0.174789893	-0.237441347	0.114691163	-0.152118504
Erlin-2	Erlin2	Q8BFZ9;Q91X78;E9PUH5	1435223_at	0.40939319	0.118742603	0.231616624	0.296952472	-0.040261223	0.150144817	0.222245755	0.01887801	-0.028569152	0.025235764	0.15979864	0.036229969	0.130965639	0.451977747	0.245334797	-0.131194352
UPF0687 protein C20orf27 homolog	1700037H04Rik	F8WIU1;Q9D1K7;Q6IR22	1460262_a_at	0.047055188	-0.01306915	-0.017779413	0.23873175	0.104743918	0.385563411	0.230668329	0.189351252	0.236911421	0.348390288	0.062881635	0.219034852	-0.001153695	0.309466689	-0.117960953	0.264252555
CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Cdipt	Q8VDP6	1436715_s_at	-0.505586103	NA	0.267687379	NA	0.144361056	NA	NA	NA	0.495674532	NA	0.598413219	NA	NA	NA	NA	NA
Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	Ctdsp1	P58466;P58465;Q52KL5;G3UXN0;F7AIT6	1452055_at	0.026366685	-0.28273632	-0.112633417	NA	0.227877864	-0.156655489	-0.066399229	-0.353774945	NA	-0.028993412	-0.116763971	-0.227494651	NA	-0.302991616	NA	-0.105812151
Crooked neck-like protein 1	Crnkl1	P63154;E9PZS1;E9QA42	1420850_at	NA	NA	0.217121797	NA	NA	NA	NA	NA	-0.09071796	0.343769082	NA	0.179024583	NA	0.239276593	NA	NA
	Ak2	F7BP55	1448451_at	0.088546171	0.072255217	0.308555169	0.039443809	0.216803201	0.280860378	0.16087887	0.178126547	0.233973124	0.212433804	0.214725669	0.09451046	0.028616473	0.061014205	0.132166779	-0.11516645
Cytochrome c, somatic	Gm10108;Cycs;Gm10121	G3UWG1;P62897;G3UW49;CON__P62894;P00015	1422484_at	-0.061568849	-0.131326075	-0.033370138	-0.127501219	-0.019346089	-0.060739158	-0.027154052	-0.055473336	-0.110897723	-0.005902957	0.019155759	0.036481486	-0.147697444	-0.135140816	-0.06681251	-0.031818626
G-rich sequence factor 1	Grsf1	Q8C5Q4;E9Q179;D3YUN1;D3YV30	1433457_s_at	0.113301591	0.286356968	-0.032665112	0.240418027	-0.223916751	0.221841898	-0.024886999	0.115941359	0.079981162	0.051189865	0.114566203	0.291697971	0.212216517	-0.148478616	0.213470547	0.22510965
	Nans	Q99J77	1417773_at	0.058623209	0.234516173	-0.052137623	0.351184855	-0.156526059	0.066261197	0.169420147	0.20413333	-0.214497868	-0.342554745	-0.224904644	-0.450168697	-0.216982489	-0.636450617	-0.252052275	-0.244034582
Fascin	Fscn1	Q61553	1416515_at	-0.289480386	-0.064055064	-0.001009533	-0.262914176	-0.212880566	-0.058524312	-0.29971356	0.022492927	-0.240375394	-0.303342394	-0.176960992	-0.008630305	-0.279649579	-0.028286243	0.113488871	-0.236829335
Proteasome assembly chaperone 3	Psmg3	Q9CZH3	1424087_at	-0.007626092	0.343457867	-0.045862298	0.178257136	-0.018776585	0.086047891	0.000880312	0.061465781	-0.086919607	-0.192572941	-0.231923873	0.079173173	-0.118359726	0.15690053	-0.308477377	-0.180529813
Nucleoside diphosphate kinase 3	Nme3	Q9WV85	1448905_at	0.254237756	0.32079242	0.344153618	-0.053806444	0.295004128	1.270277575	0.025896584	0.114816134	0.254323794	0.078853151	0.370899882	0.295305064	0.305342634	-0.022474347	0.212082818	0.220849563
Eukaryotic translation initiation factor 2 subunit 3, X-linked	Eif2s3x	Q9Z0N1;A2AAW9	1421895_at	0.000649359	0.012577258	0.074137264	-0.082702589	0.024032381	0.110588761	-0.043204499	0.039799697	-0.031112841	-0.031677496	-0.031959741	0.000938057	-0.08841301	-0.08106688	-0.061015775	-0.169925001
Stromal cell-derived factor 2	Sdf2	Q9DCT5	1416857_at	-0.023042393	-0.225151512	-0.192699178	-0.009203827	-0.025595836	-0.000865357	-0.000865357	0.051189865	-0.070801468	0.034101228	0.051877638	-0.121943734	-0.080657663	-0.315102453	0.004783241	-0.067087965
DNA (cytosine-5)-methyltransferase 1	Dnmt1	P13864;P13864-2	1435122_x_at	NA	0.699700526	-0.607294801	0.397866225	NA	0.765351536	NA	0.254341002	-0.238053099	0.467852633	NA	NA	NA	NA	NA	NA
Mitotic spindle-associated MMXD complex subunit MIP18	Fam96b	Q9D187;F8WHV1	1428874_at	0.092817048	0.176364756	0.059660324	0.035593974	0.139045145	0.121109901	-0.018918982	0.073560247	0.03696985	-0.040120917	NA	0.13126583	-0.310921735	0.089420824	0.138171646	NA
SET and MYND domain-containing protein 5	Smyd5	Q3TYX3	1451722_s_at	1.016482816	NA	NA	NA	1.173547102	NA	0.861368992	NA	NA	NA	0.995419509	NA	NA	NA	NA	NA
Solute carrier family 25 member 51	Mcart1;Slc25a51	A2AKW0;Q5HZI9;A2AKV9;G3UYJ3	1454712_at	NA	NA	0.0466081	NA	NA	NA	NA	0.167717564	0.509183452	NA	0.460329976	NA	NA	NA	NA	NA
COP9 signalosome complex subunit 7b	Cops7b	Q8BV13;D6RI85;D6RH36	1418720_at	0.257010762	0.207777657	0.010483107	0.252157197	-0.012211084	0.379075827	-0.046281503	0.108565259	0.227252864	0.149424578	0.321928095	0.266871302	0.04513369	0.319009591	-0.075737982	0.306769544
Methionine synthase	Mtr	A6H5Y3	1439811_at	NA	-0.437121184	-0.483467554	-0.273456211	-0.438931542	-0.467070757	NA	NA	-0.323658291	NA	NA	-0.459326692	-0.549915554	-0.283329168	NA	NA
Nuclear pore complex protein Nup155	Nup155	Q6ZQ45;Q99P88	1418727_at	-0.020911066	0.202688135	-0.121148056	-0.299361898	-0.145220937	NA	0.099046271	-0.464354604	-0.042924445	NA	-0.02672925	NA	NA	NA	NA	NA
Trafficking protein particle complex subunit 5	Trappc5	Q9CQA1	1418233_a_at	0.211414509	NA	1.219908317	NA	0.195929915	NA	0.536482166	1.101412397	0.132103536	NA	0.707171143	NA	NA	NA	0.757549926	-0.292781749
Cleavage and polyadenylation specificity factor subunit 1	Cpsf1	Q9EPU4	1417665_a_at	-0.064606975	NA	NA	NA	NA	1.372916175	-0.185739709	0.062565207	-0.122341408	0.336883133	NA	NA	-0.162725653	-0.017636903	NA	-0.110095929
	Hnrnpr	Q8VHM5;A2AW41;A2AW40	1427129_a_at	-0.110363243	0.101954214	-0.017351842	0.057136475	-0.211884402	-0.071762669	0.05778204	-0.194339249	0.377238286	-0.326997465	-0.154064674	0.02992679	0.151394084	0.076812779	-0.386810946	-0.251325232
Serine/threonine-protein kinase OSR1	Oxsr1	Q6P9R2;Q9Z1W9;F7AVI9	1426933_at	0.01547627	0.009393606	0.199719233	0.182753325	0.03179863	0.1318664	0.000447305	0.20541362	0.294119387	0.115534926	0.116926652	0.057286581	0.188594735	0.089374777	0.040986624	0.076158644
Fanconi anemia group D2 protein homolog	Fancd2	Q80V62;E9Q6F3;F7CAP1	1430916_at	0.810105877	0.842542302	0.758501468	0.693387776	1.147585599	0.805963393	0.892285352	0.893571272	0.694998408	1.279809106	0.779942511	1.201244386	0.957271625	1.006506779	1.039251073	1.115910091
Aromatic-L-amino-acid decarboxylase	Ddc	O88533;Q5SUV9	1426215_at	0.506086284	0.664333818	0.67740265	0.657809388	0.648846617	0.852641196	0.637221546	0.675235471	0.492667096	0.697897406	0.585496397	0.662665685	0.665797879	0.266645659	0.635831018	0.594203642
Dystrophin	Dmd	P11531;A2A9Z2;A2A9Z1;E9PZX6;F6RQU9	1448665_at	0.741517256	0.024663298	0.421109579	0.243471965	0.397087094	-0.038155201	-0.119953718	-0.137765808	-0.291603558	-0.21673422	-0.262553427	-0.700794799	-0.062950609	-0.438931542	-0.291603558	0.032713325
FAS-associated factor 1	Faf1	P54731	1418242_at	0.014193576	-0.098554307	0.122381378	-0.116630912	-0.173255383	0.054751892	-0.203639694	-0.119688175	-0.074779426	-0.168513676	-0.292546188	-0.038997979	-0.052972275	-0.059355278	-0.00662118	0.08095745
