Gene.names,Classes,Protein.IDs,Protein.names,Half.life.protein,nZT00,nZT03,nZT06,nZT09,nZT12,nZT15,nZT18,nZT21,nZT24,nZT27,nZT30,nZT33,nZT36,nZT39,nZT42,nZT45,nb.timepoints.proteins,rel.amp.protein,Phase.protein,Pvalue.protein,FDR.protein,mRNA.ID,ZT00,ZT02,ZT04,ZT06,ZT08,ZT10,ZT12,ZT14,ZT16,ZT18,ZT20,ZT22,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46,rel.amp.mRNA,Phase.mRNA,Pvalue.mRNA,FDR.mRNA
Pi4k2a,2,Q2TBE6,Phosphatidylinositol 4-kinase type 2-alpha,25.89,0.043586436,0.534704611,-0.216485907,0.35732615,-0.374733478,0.356605547,0.030074091,0.02288863,-0.059908989,0.326895902,0.125069294,0.568195211,0.083477496,0.41371083,0.006854633,0.114207003,16,0.058092152,7.588421179,0.79169412,0.941977228,1454605_a_at,9.691850862,9.627148008,9.675869308,9.558864424,9.341942452,9.317233486,9.357811388,9.37523596,9.415153313,9.582126551,9.918376452,9.688451659,9.601201114,9.841606154,9.635000089,9.541184078,9.32711783,9.326650353,9.373802596,9.536991986,9.514516837,9.571594064,9.337832035,9.560998425,0.120407611,23.52491187,0.000210855,0.003788761
Hk3,2,Q3TRM8;E9Q8S8;E9Q3Z4;D6RFA3;D3Z2E4;D6RCV7,Hexokinase-3,NA,NA,-0.084200362,-0.204015477,-0.014640947,NA,-0.072860402,-0.004609253,0.055531322,-0.065434446,0.094679911,-0.0223323,0.041031152,NA,-0.068739591,NA,NA,11,0.015417047,21.3792439,0.862713306,0.942172744,1442798_x_at,7.192601442,7.237209194,6.85541373,6.918778262,7.35290923,7.318340896,7.858532536,7.544566886,8.108729876,7.631620502,7.893347599,7.45544717,6.814972515,7.237518356,6.558358174,6.852663735,7.270403303,7.013297,6.935879462,7.279714846,7.374846326,7.572126131,7.588725217,7.768334329,0.268461354,17.24233121,0.000370617,0.005693188
Ctdp1,1,Q7TSG2,RNA polymerase II subunit A C-terminal domain phosphatase,36.05,0.029470252,-0.042504263,-0.52115127,-0.098554307,-0.01564029,-0.498965654,-0.239031363,-0.148218272,-0.347325492,NA,NA,0.062173534,-0.041383179,NA,NA,NA,11,0.041505695,7.243427083,0.867132437,0.942172744,1452697_at,7.192611603,7.176021644,7.185223391,7.443178356,7.274135841,7.355363391,7.378354292,7.175969244,7.203580078,7.117384665,7.255400482,7.037464549,6.91329603,7.183995091,7.366776725,7.248117887,7.294568776,7.08558921,6.993622774,6.837745653,6.932984111,7.561877489,6.929761053,7.377818655,0.046673532,5.881780149,0.390098004,0.61166076
Psma2,1,E9Q3A4;P49722;Q6ZWV8,Proteasome subunit alpha type;Proteasome subunit alpha type-2,152.77,0.018410343,-0.021763974,-0.089633736,-0.055473336,-0.013926706,-0.076148597,-0.040682059,-0.047538389,-0.067087965,-0.117960953,-0.113567157,-0.039138394,-0.072860402,-0.095316842,-0.08106688,-0.056583528,16,0.006525756,21.0556257,0.792213353,0.942192206,1448206_at,11.26143189,11.24525286,11.26389731,11.34844182,11.35645615,11.31706893,11.44246683,11.30191468,11.18187875,11.1294772,11.24189963,11.22561371,11.08193226,11.2648758,11.2880631,11.30058022,11.34167053,11.17331051,11.30181011,11.32379708,11.37176499,11.21299773,11.28561176,11.39972434,0.032732754,9.676055171,0.143119268,0.345386734
Mical3,1,Q8CJ19;Q8CJ19-3;Q8CJ19-2;F8WJE8;D3Z2R0;Q8CJ19-4;D3YWV4,Protein-methionine sulfoxide oxidase MICAL3,NA,NA,0.302101662,NA,0.135696958,NA,-0.117296086,NA,0.162460366,NA,-0.432318067,NA,-0.028286243,-0.761200156,0.103487884,-0.57424686,NA,9,0.09159214,2.462242595,0.781094493,0.943028717,1434221_at,6.239860431,6.303003444,6.468645663,6.509097729,6.438141479,6.616628793,6.270386017,6.429848482,6.652030353,6.324346001,6.626281609,6.328950468,7.058765446,6.599609872,6.659492527,6.630007647,6.574408642,6.722882887,6.655169412,6.893783262,6.766126536,6.827465233,6.908941415,6.663392217,0.048336135,17.12406627,0.601904757,0.769895421
Sds,2,Q8VBT2;D3Z221,L-serine dehydratase/L-threonine deaminase,79.06,0.353929531,0.136093258,0.065370276,0.327565606,0.232480792,0.211915712,0.127431244,0.147266015,0.198162588,0.292174863,0.357085909,0.160362838,0.315073569,0.402454524,0.326461666,0.304309007,16,0.017444026,14.79692477,0.794088329,0.943615636,1424744_at,11.33412994,11.15177782,11.35350538,11.4967759,11.90627054,12.0095599,12.30241653,11.99409554,11.38375995,11.0776261,11.63981923,11.17060302,11.41907974,11.25564027,11.35369779,11.68392114,12.17497003,12.66249056,12.26162448,12.18292625,11.58883318,11.0802781,11.23215953,11.47452104,0.380912361,10.75716471,5.27E-06,0.000270918
Clic4,2,Q9QYB1;Q8BHB9;Q8BXK9;E0CY42,Chloride intracellular channel protein 4,64.7,-0.16812853,-0.147697444,-0.192194165,-0.133168933,-0.129480859,-0.121678557,-0.13093087,-0.146785541,-0.213253951,-0.173894961,-0.17951105,-0.183581791,-0.092613393,-0.296193073,-0.134615244,-0.161436266,16,0.008954646,13.82519407,0.793889858,0.943615636,1423393_at,10.36325996,10.22057891,10.29219592,9.949799011,9.873576401,9.930658142,10.08613323,10.23168919,10.37366436,10.27759484,10.30689818,10.38213947,10.11072478,10.21414002,9.88237154,9.956462811,9.705420416,9.940508281,10.13422185,10.35501954,10.1531704,10.13731149,10.22581568,10.30829966,0.133358839,19.86974925,8.57E-05,0.001990897
Osbpl9,2,A2A8Z1;E9PXZ2;F6UHR6;E9Q6C1;A2A8Z1-2;Q5FWX7;Q8VDM5,Oxysterol-binding protein-related protein 9;Oxysterol-binding protein,48.27,0.227033333,0.225446953,0.041892312,0.08191913,0.018132737,0.167231481,-0.023610215,NA,0.030118284,NA,-0.109293689,0.163542591,-0.10272531,NA,0.115363009,0.074061328,13,0.033458713,23.70264045,0.577755146,0.944438789,1450964_a_at,10.88422072,10.88950974,10.84027429,10.92909506,10.99883534,10.94928298,10.85338069,10.73068109,11.01094917,10.8098888,10.38862326,10.63954263,10.6679265,10.60823599,10.68217831,10.92527236,11.05034372,10.83463164,10.82603079,10.72477936,10.73062359,10.63532575,10.86067068,10.60855632,0.090319142,8.769304481,0.006863257,0.045628764
Zbtb7b,1,Q64321;E9PV72,Zinc finger and BTB domain-containing protein 7B,NA,0.361768576,0.235534942,0.403293799,0.443928697,0.782471468,0.260341965,0.214123074,-0.119156942,0.441320926,0.452984575,NA,-0.003890027,-0.33822472,0.002107874,NA,NA,13,0.087335799,4.578050305,0.568025046,0.944438789,1420663_at,5.995699949,6.117428607,6.244446598,6.221676426,5.865734847,5.953218766,6.001430486,5.784164013,6.105986322,6.017237591,6.50677188,6.357820879,6.249527502,6.307775672,6.501415729,6.359865213,6.366206888,6.232276483,6.153430088,6.129383999,6.117012495,6.276444674,6.037447251,6.35156732,0.084378505,1.218866413,0.069488111,0.221201531
Aif1,2,O70200;Q9EQW9;G3UYJ2,Allograft inflammatory factor 1,147.56,-0.118625514,-0.742868551,-0.681764083,-0.63254742,-0.282499113,-0.534061602,-0.834306703,-0.692427198,-1.002594517,NA,-0.218843151,NA,NA,-0.268793675,-0.234991741,-0.611077929,13,0.075229765,12.20707842,0.581193101,0.944438789,1418204_s_at,7.602698588,7.697599568,7.427428415,7.515328584,7.764318577,7.753709588,8.837248735,8.08379643,9.007589408,8.487670838,8.608646882,8.515306358,7.687120636,7.476411678,7.475146582,7.319397099,7.90514905,7.500634092,7.681623266,7.962352985,8.535955685,8.095972193,8.412817663,8.750764423,0.38681537,17.49362744,3.65E-05,0.001088191
Stim1,1,P70302,Stromal interaction molecule 1,43.51,0.289386398,0.110323988,0.329395299,0.187444273,NA,0.113488871,0.256028405,0.414672063,0.182671451,0.191705571,0.397562124,NA,-0.011924948,NA,0.12986021,-0.198368423,13,0.049874432,4.116785944,0.56390973,0.944438789,1448320_at,7.460369112,7.291553544,7.350869409,7.447258455,7.599230765,7.759180761,7.497437787,7.414765079,7.550098057,7.265170855,7.83655053,7.583085941,7.467676548,7.806762695,7.736339159,8.143269805,7.927946367,7.700459289,8.043886368,7.919069222,7.480801753,7.819867167,7.834387353,7.557123343,0.066491726,10.30729604,0.428612715,0.644260639
Tm9sf4,1,Q8BH24,Transmembrane 9 superfamily member 4,42.77,0.295358177,-1.750820857,0.576755314,-0.212756083,0.076904078,-0.005328121,0.146499304,0.300252942,0.375702547,NA,0.216551727,NA,0.081781708,NA,0.505164571,0.329830419,13,0.104982522,17.32707963,0.579045918,0.944438789,1423204_at,7.322100966,7.063797608,7.375551463,7.362779617,7.290721505,7.278013155,7.322516347,7.245045824,7.332325794,7.5304747,7.092566254,7.30461077,7.481398723,7.247011343,7.132911944,7.239068498,7.10384542,7.405120734,7.474712087,7.425712228,7.365046907,7.116646425,7.163318055,7.110133429,0.04033576,12.72366183,0.322051139,0.550307964
Wdr33,2,Q8K4P0,pre-mRNA 3 end processing protein WDR33,50.73,-0.060047384,0.004652973,0.086813775,-0.118625514,0.167620335,-0.012640181,0.009277441,0.282701948,-0.055612157,-0.244887059,NA,-0.047259175,0.012358975,-0.07751647,NA,NA,13,0.043944158,17.55637995,0.56773882,0.944438789,1418338_at,8.331933334,8.314642165,8.582302142,8.642522339,8.4426609,8.533096771,8.416205036,8.235847791,8.209185721,8.288612765,8.2792589,8.427880151,8.161655072,8.387371768,8.420393087,8.468654961,8.64642433,8.318341739,8.085167547,8.067413291,8.172048701,8.212355769,8.452627258,8.382619267,0.101233872,5.032552526,0.003124406,0.02599407
Dcakd,1,Q8BHC4;B0QZX9,Dephospho-CoA kinase domain-containing protein,45.2,-4.46008724,NA,-1.499935156,NA,NA,NA,-4.153156788,NA,0.145062818,NA,0.507685315,NA,NA,NA,-0.178491568,NA,6,0.343217568,8.98089,0.779879821,0.944704288,1460205_at,5.966277563,5.707176445,5.539746222,5.441703064,5.19285623,5.813940697,5.410143011,5.384189284,5.150747024,5.729240502,6.860625968,6.152417293,6.571711658,6.490953288,6.37098416,6.36158205,5.831994071,6.115644547,6.200287619,6.366004229,5.785648496,5.753100141,6.120092664,6.215050551,0.184846077,23.37220403,0.122189044,0.313972657
Myd88,1,P22366;E9PVR7;P22366-2;F6SPW1,Myeloid differentiation primary response protein MyD88,14,0.190075249,NA,NA,NA,0.151971034,NA,-0.363563594,NA,NA,NA,0.022742061,NA,NA,NA,NA,NA,4,0.118906949,5.62444741,0.779376919,0.944704288,1419272_at,8.526399232,8.29980201,8.470255473,8.340374923,8.089490693,8.287834062,8.458583542,8.589357305,8.790065832,8.622232017,8.683178811,8.562986831,8.056347142,8.317563734,8.444300075,8.376610586,8.499429341,8.337795113,8.284381045,8.404707716,8.474055959,8.317636752,8.50060264,8.625009773,0.089748403,18.31095228,0.033932108,0.138294957
Ptges2,1,Q8BWM0,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,88.04,0.090096359,0.06937619,0.119416339,0.09699259,-0.035483152,0.210112196,0.091386893,0.183408485,0.293942504,0.320756381,0.307858512,0.346462986,-0.018491749,0.335134919,0.191623187,0.055321434,16,0.02162699,2.955552271,0.796243692,0.945369537,1417591_at,7.729789304,7.78637067,7.805289785,7.739269307,7.775826677,7.639894206,7.844228326,7.842681267,7.925207915,7.783308544,7.896516994,7.632242905,7.791890622,7.863588047,7.797748056,7.933243667,7.928124954,7.879318557,8.059170959,7.899119299,7.765915018,7.669268947,7.652762705,7.623456377,0.051783386,10.39047323,0.063353656,0.208883195
Bbox1,2,Q924Y0;A2AGK3,Gamma-butyrobetaine dioxygenase,NA,-0.419646753,-0.48377709,-0.362441834,-0.410449655,-0.353097411,-0.390117354,-0.451540833,-0.551196067,-0.386700602,-0.34596403,-0.417812018,-0.489953901,-0.399335183,-0.340960985,-0.350497247,-0.332278283,16,0.010780464,13.88142699,0.796183842,0.945369537,1419618_at,11.54609426,11.54789179,11.64655744,11.90518738,12.00483279,12.01686988,11.90599115,12.03095339,11.68103995,11.67573298,11.34687853,11.68823997,11.63815649,11.68541813,11.91142595,11.92573495,12.04885956,11.94161202,11.985745,11.90446729,11.88383823,11.76804227,11.65144782,11.38303056,0.167449073,10.13643769,2.35E-07,2.87E-05
7-Sep,1,E9Q9F5;O55131;E9Q1G8;E9Q7K8,Septin-7,75,-0.140255134,0.018059692,-0.172615522,-0.060877473,0.088684239,0.233260682,-0.075601085,0.080850637,-0.092748686,-0.189286907,-0.058939855,-0.027720258,-0.240008965,-0.237196574,-0.112766845,-0.113967146,16,0.026068774,15.42068859,0.796663276,0.945464348,1437995_x_at,8.912760146,9.021639681,9.07616782,9.082350064,9.04778013,8.866927989,8.768278379,8.960100435,8.961322827,8.954308296,9.20801792,8.664344096,8.593430997,9.181273469,8.879366644,8.809934234,8.912248603,8.133607926,8.855995173,8.938322212,9.228687424,8.965505602,9.217294276,9.271973601,0.078875202,21.2308062,0.247058268,0.474454968
Arhgap17,1,Q3UIA2;E9QAJ9;Q3UIA2-2;Q3UIA2-3;Q3UIA2-4;F8WII2;F8WJ58,Rho GTPase-activating protein 17,51.13,-0.263034406,-0.07244885,-0.119555385,-0.185486004,-0.14182513,-0.062950609,-0.10433666,-0.084880654,0.110168262,-0.054362288,-0.012068023,-0.002018361,0.09873726,0.037117872,-0.15704371,-0.114367025,16,0.016928703,10.70791901,0.800474689,0.947160314,1426623_a_at,7.142481077,7.174052436,6.939221724,7.374816887,7.376010396,7.454950901,7.478515298,7.42353012,7.320176352,7.37116046,7.735540198,7.691665496,7.338412021,7.556574509,7.274860657,7.554627663,7.538603153,7.24789833,7.421905363,7.473445929,7.598853688,7.452126569,7.580644486,7.561982298,0.068209217,17.25773706,0.144083574,0.346706146
Syncrip,1,Q7TMK9;G3V018;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6;G3UWM1;G3XA76;G3UXU5,Heterogeneous nuclear ribonucleoprotein Q,107.92,0.009393606,0.015563768,-0.03885755,-0.057276965,0.045848367,0.058112441,-0.017636903,-0.045163352,-0.052137623,-0.098150021,-0.139862368,-0.134615244,-0.010923027,-0.130140135,-0.067776372,-0.144960005,16,0.011778677,15.37150935,0.800469715,0.947160314,1426402_at,7.880125127,7.945883251,7.721425149,7.796463369,8.041038691,8.136534026,7.852486256,8.189678785,7.985770417,7.973132651,8.007391886,7.584080023,7.646478326,8.033809914,7.787542688,7.843014819,8.102219059,7.788633639,8.403544131,8.37365453,7.845869104,7.5649297,7.629749825,7.79636066,0.129059833,11.56814668,0.015203596,0.079704449
Ndufa4,1,Q62425,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4,11.62,0.139267575,-0.134878054,0.164286082,-0.115699153,0.261154357,0.111118454,0.116144618,0.168414569,0.185539812,0.235059427,0.289174835,0.111056127,-0.252415659,0.118398023,0.096576034,-0.069152202,16,0.025054219,0.951321999,0.800353103,0.947160314,1424085_at,13.19435726,13.1969164,13.18743702,13.22879803,13.18343329,13.16687637,13.19325996,13.10993016,13.10647743,13.14447204,13.0975019,13.18249751,13.18652236,13.1520512,13.18880634,13.1453743,13.16072388,13.15695898,13.17955646,13.13926171,13.21792332,13.15189744,13.19733485,13.26593048,0.014616217,2.461345194,0.170008621,0.382785036
Rpl10;Rpl10l,1,Q6ZWV3;P86048;B7FAU6,60S ribosomal protein L10;60S ribosomal protein L10-like,108.85,0.138759215,0.148097079,0.252157197,0.099726328,0.49222058,0.423313407,0.132040296,0.420761913,0.400701252,0.388752063,0.230905344,0.197103705,0.197120244,0.26022101,0.326027561,0.109343193,16,0.02334903,16.66721153,0.799061036,0.947160314,1448157_s_at,13.33931447,13.38454119,13.395617,13.40642036,13.35738539,13.39262663,13.38228241,13.42436415,13.41490091,13.39819795,13.33310769,13.3412186,13.37698273,13.37117124,13.33582642,13.38651983,13.30809346,13.39548495,13.36922778,13.4304185,13.38396756,13.37712213,13.32055936,13.40730934,0.011828037,13.14579386,0.203419351,0.425754861
Naprt1,2,Q8CC86,Nicotinate phosphoribosyltransferase,NA,0.15286897,0.148352888,0.14185982,-0.001009533,0.300661589,-0.060047384,-0.01592569,-0.116364757,0.191837395,-0.007626092,0.075337592,0.049591311,-0.028003278,0.192282389,0.028042665,0.160927257,16,0.017989349,4.708653091,0.800325654,0.947160314,1454748_at,10.20510624,9.963357229,10.01685343,9.891381364,9.847138448,9.600673721,9.916687322,9.766833111,9.999586827,9.893767373,10.28214618,10.20209347,9.844128398,9.912905499,9.769025467,10.0097479,9.966293093,10.02136887,10.0750782,9.912947759,10.09989923,10.20653315,10.34908472,10.20614035,0.111334256,20.5479105,0.00539649,0.038310579
Eif3l,1,Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,34.63,0.052027198,0.138314546,0.152468037,0.008116307,0.040496898,0.221606367,0.015782536,0.138171646,0.083446923,0.038569291,0.114128928,0.058758443,0.05009907,-0.026020971,0.097270361,0.045416541,16,0.010321703,1.789682843,0.799604765,0.947160314,1437948_x_at,3.61003921,3.57224956,3.528765507,3.589520648,3.461220709,3.506925875,3.668262493,3.790944944,3.556326458,3.643015758,3.854552492,3.549830866,3.564857487,3.742805324,3.530836859,3.585282379,3.635324869,3.553467922,3.735586638,3.79910764,3.772654115,3.948283491,3.638163721,3.959595285,0.080423852,17.95817095,0.010518923,0.061764606
Suox,2,Q8R086,"Sulfite oxidase, mitochondrial",NA,0.462515065,0.353007916,0.557773055,0.452076425,0.556690405,0.551352732,0.521618333,0.642977315,0.499157165,0.84318921,0.672450589,0.645547839,0.365592598,0.522965164,0.58344126,0.545845168,16,0.024304454,2.512899102,0.800363994,0.947160314,1451339_at,10.8746077,10.61446741,10.63173317,10.78607348,10.61073651,10.3740455,10.25932244,10.14391806,10.26414704,10.39663906,10.82578336,10.53995012,10.72195308,10.65056769,10.68021189,10.68616817,10.38895963,10.44218785,10.11727377,10.11125126,9.990496257,10.20094712,10.37912125,10.47061148,0.197600284,2.327926053,1.18E-06,9.11E-05
Helb,1,G5E835;Q6NVF4;D6RGT6,DNA helicase B,50,NA,NA,NA,-0.053806444,NA,NA,0.006043104,NA,-0.232415171,NA,0.101304058,NA,NA,NA,NA,NA,4,0.076788142,11.68705205,0.788149518,0.947638752,1419236_at,5.135340278,5.334980738,5.131428568,4.98838432,5.399135482,5.203172787,5.083022163,5.106395558,5.196476394,5.131890382,5.389627522,5.19745396,5.183181159,5.093235437,5.256128868,4.956073434,5.191456179,5.36266251,5.516841492,5.239551839,5.425800784,5.232301427,5.002830469,5.181318942,0.040137883,13.88599251,0.418750883,0.636106221
Ddx42,2,Q810A7;Q810A7-2,ATP-dependent RNA helicase DDX42,31.03,-0.455754622,-0.024603367,-0.207767938,-0.210762894,-0.443500567,-0.028144768,-0.216113358,-0.090040415,-0.066123642,0.164852038,-0.033652052,-0.064055064,-0.183327706,0.004841142,-0.12035194,-0.10701825,16,0.02972137,1.964489645,0.801288516,0.947720332,1427022_at,6.53568172,6.20684525,6.524331967,6.707254762,6.802559958,6.702450074,6.747216312,6.585265329,6.618795431,6.481408518,6.739503423,6.35264342,6.522050741,6.557315068,6.310996187,6.622804067,6.845913495,6.618415503,6.600058625,6.559698926,6.418985993,6.623218676,6.369481055,6.30509933,0.096806254,10.47837493,0.006280937,0.042758724
Nt5c,2,Q9JM14;A2A9X5,"5(3)-deoxyribonucleotidase, cytosolic type",69.995,0.46315135,-0.069839625,0.02025266,-0.077106244,0.262157514,-0.284040264,0.100375773,-0.148478616,0.134223681,-0.28936234,0.057902177,-0.21673422,0.070951367,0.14570108,-0.019061365,0.060051315,16,0.036708846,20.65017267,0.801691702,0.947794395,1417252_at,8.31741205,8.224440328,8.275322003,8.316127298,8.294391104,8.322764824,8.570237679,8.50053979,8.420167652,8.432442203,8.551328479,8.225545313,8.171217747,8.214035236,8.037759395,8.209794064,8.343981089,8.25223669,8.352732497,8.487152803,8.367601491,8.49166038,8.435043642,8.628335804,0.096452752,16.29070479,0.00055796,0.007527523
Tubg1;Tubg2,2,P83887;Q8VCK3,Tubulin gamma-1 chain;Tubulin gamma-2 chain,46.83,NA,NA,0.221337235,0.157640604,-0.001730196,0.169160576,0.427964078,NA,0.067107326,0.195252528,0.276362808,0.407803718,0.194047234,NA,0.11211605,0.119134272,12,0.018561732,8.234821734,0.882472929,0.947841294,1417144_at,8.360790996,8.362370901,8.174728683,8.02566008,8.054463606,8.076156541,7.979706753,8.387242294,8.139936897,8.384521868,8.428103217,8.27353963,8.345649158,8.455394946,8.179621503,8.115542595,8.260451186,8.198844292,8.533262803,8.480104574,8.309713481,8.805499669,8.663955666,8.604439886,0.138209624,19.69616796,0.001661433,0.016647917
Kiaa0284,1,Q80U49;Q80U49-2;Q6A065-2,Protein KIAA0284,NA,NA,-0.33468268,0.092940138,-0.27464931,NA,-0.302055788,NA,NA,0.152195466,0.1516024,NA,NA,0.065944027,NA,NA,NA,7,0.063705643,1.059908672,0.790021505,0.947901817,1433712_at,8.6471485,8.630294766,8.804987776,8.552074544,8.694488393,8.851870996,8.777262673,8.592463227,8.526522385,8.703890231,8.728603468,8.778597157,8.733323579,8.700827247,8.782594688,8.734951185,8.834262363,8.789855539,8.752162137,8.685414627,8.789130771,8.857594298,8.885965527,8.954600992,0.012585079,21.30283569,0.862458264,0.927815336
Ccnk,1,Q3U3M5;O88874,Cyclin-K,68.83,NA,-0.070526721,NA,-0.120882733,NA,-0.316609184,NA,-0.207892852,-0.136847604,NA,NA,-0.501209824,NA,0.022917945,NA,NA,7,0.045346209,21.51407874,0.790746318,0.948027538,1424830_at,5.500077149,5.252148781,5.426910151,5.600836405,5.603344574,5.729557561,5.647510808,5.583096912,5.590588569,5.421046875,5.696021893,5.686821466,5.597298544,5.795600543,5.687642339,5.603466904,5.496058372,5.52799637,5.543990025,5.55733397,5.528497166,5.615459273,5.81877523,5.525339285,0.012437489,17.85614825,0.885523232,0.940203947
Lxn,1,P70202,Latexin,77.53,-0.06942721,0.022654126,0.012213472,-0.096396804,0.210329167,0.114800512,-0.243181602,0.177783808,0.097887821,-0.025595836,-0.257131341,0.250337022,-0.210887549,0.313620496,-0.150559677,-0.127501219,16,0.036546407,12.89006963,0.802374486,0.948198809,1416503_at,5.765186059,5.957092742,6.294151131,5.677023058,5.968985142,5.782536079,6.182217531,6.140610003,5.998214809,5.857965077,5.969328609,5.817283462,6.041858269,5.908930818,6.286582746,5.675149402,6.120311604,5.972379697,6.210301171,6.092423787,6.051631883,6.191969529,5.951375125,6.199576617,0.032340094,14.62488753,0.612650359,0.777225503
